"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"X1.009__172.0412__.M.Na..__w.o.MS2.p.Toluenesulfonamide",0.20674,0.16596,0.85208,0.42312,0.95769,-4.6042
"X5.678__263.06464__.M.H..__w.o.MS2.MLS001240214.01.2..3.Chloro.2.methyl.phenylamino..nicotinic.acid",-0.47698,-1.6353,-0.85139,0.42348,0.95769,-4.6043
"X3.089__160.04459__.M.H..__w.o.MS2.Brompheniramine",0.26305,0.28848,0.85068,0.42385,0.95769,-4.6043
"X3.43__345.14542__.M.H..__w.o.MS2.MLS001139277.01..2S..5.oxo.1..3.oxo.1H.2.benzofuran.1.yl..N..oxolan.2.ylmethyl.pyrrolidine.2.carboxamide",-0.33811,-0.57668,-0.84826,0.4251,0.95769,-4.6044
"X3.013__164.14410000000001__.M.H..__Unknown",-0.98694,0.025017,-0.8466,0.42597,0.95769,-4.6045
"X1.013__63.006399999999999__.M.H..__Unknown",0.20221,0.18466,0.84514,0.42673,0.95769,-4.6046
"X3.467__201.05070000000001__.M.H..__w.o.MS2.Camalexin",0.23141,-0.39428,0.84364,0.42751,0.95769,-4.6047
"X4.147__223.13869__.M.H..__w.o.MS2.Unknown..carbon.number.13...PlaSMA.ID.849",-0.29118,-0.49022,-0.83675,0.43112,0.95769,-4.605
"X2.246__242.10068999999999__.M.Na..__w.o.MS2.Zeatin",0.31433,0.21866,0.83507,0.432,0.95769,-4.6051
"X0.729__115.05598999999999__.M.H..__w.o.MS2.Diallyl.Sulfide",0.3154,1.3718,0.83215,0.43354,0.95769,-4.6053
"X0.582__284.00042999999999__.M.Na..__Unknown",-0.36675,-0.15041,-0.83019,0.43457,0.95769,-4.6054
"X0.514__166.96071000000001__.M.H..__Unknown",0.21072,-0.30057,0.82806,0.43569,0.95769,-4.6055
"X3.853__220.09952999999999__.M.H..__w.o.MS2.Aniracetam",-0.696,-0.22059,-0.82409,0.4378,0.95769,-4.6057
"X7.533__371.32468__.M.H..__Unknown",-0.24155,-0.33667,-0.82232,0.43874,0.95769,-4.6058
"X5.458__250.17918__.M.Na..__w.o.MS2.NCGC00380352.01.5.butyl.4.hydroxy.3.methyl.6..3.methylbut.2.enyl..1H.pyridin.2.one",-0.19498,-0.91179,-0.82016,0.43989,0.95769,-4.6059
"X1.088__177.94945__.M.H..__Unknown",-0.83619,-0.1699,-0.81806,0.44101,0.95769,-4.606
"X7.183__250.17766__.M.Na..__w.o.MS2.NCGC00380352.01.5.butyl.4.hydroxy.3.methyl.6..3.methylbut.2.enyl..1H.pyridin.2.one",-1.0471,-0.89473,-0.81788,0.4411,0.95769,-4.606
"X2.682__505.18524000000002__.M.H..__w.o.MS2.2..2.6.bis.3.methylbut.2.enyl..4...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxyphenyl..2.hydroxyacetic.acid",0.79928,0.83121,0.8152,0.44253,0.95769,-4.6062
"X1.009__517.02832000000001__.M.K..__w.o.MS2.Isorhamnetin.3.galactoside",0.28596,0.77329,0.81474,0.44278,0.95769,-4.6062
"X0.928__183.91463999999999__.M.H..__Unknown",-0.54856,0.010648,-0.80189,0.44969,0.95769,-4.6068
"X5.457__228.19637__.M.H..__Unknown",-0.19917,-0.89796,-0.7973,0.45218,0.95769,-4.6071
"X4.613__311.16034000000002__.M.H..__w.o.MS2..16alpha.17beta..estra.1.3.5.10..triene.3.16.17.triol",2.1178,-2.5503,0.79579,0.453,0.95769,-4.6071
"X7.516__481.29802999999998__.M.H..__w.o.MS2.Smilagenin.Acetate",0.70578,-0.97997,0.79397,0.45399,0.95769,-4.6072
"X5.493__279.09369__.M.H..__Triphenylphosphine.oxide",-0.21596,-0.38225,-0.79245,0.45481,0.95769,-4.6073
"X0.672__188.03769__.M.H..__w.o.MS2.Unknown..carbon.number.7...PlaSMA.ID.532",0.26896,0.14706,0.79034,0.45597,0.95769,-4.6074
"X6.422__317.13222999999999__.M.H..__w.o.MS2.2.morpholino.7H.naphtho.1.2.3.de.quinolin.7.one",-0.16007,-0.71613,-0.78201,0.46053,0.95769,-4.6078
"X0.586__196.03073000000001__.M.H..__w.o.MS2.N.Methylbenzylamine.Hydrochloride",0.19387,0.37354,0.77531,0.46422,0.95769,-4.6082
"X6.138__299.16370000000001__.M.H..__w.o.MS2.MLS002154028.01.Trimeprazine.tartrate4330.99.8",-0.99183,-1.1188,-0.77527,0.46425,0.95769,-4.6082
"X4.921__533.18768__.M.2H.2.__Unknown",-1.4459,-1.281,-0.77297,0.46552,0.95769,-4.6083
"X1.145__148.05457999999999__.M.H..__w.o.MS2.Glutamic.acid",-0.32127,-0.72364,-0.76623,0.46926,0.95769,-4.6086
"X1.005__148.09650999999999__.M.H..__w.o.MS2.Mevalonic.Acid.Lactone",0.44658,-2.1595,0.75739,0.4742,0.95769,-4.609
"X3.087__106.06570000000001__.M.H..__w.o.MS2.3.Methylthiopropylamine",0.25054,0.2433,0.75541,0.47532,0.95769,-4.6091
"X2.63__350.11748999999998__.M.H..__w.o.MS2.Ampicillin..LC.ESI.QTOF..MS2..CE",-0.40964,0.37647,-0.75406,0.47607,0.95769,-4.6092
"X2.497__176.07837000000001__.M.H..__w.o.MS2.allantonin",-0.30395,0.55384,-0.75373,0.47626,0.95769,-4.6092
"X0.662__296.06558__.M.K..__w.o.MS2.9.Methoxy.2.2.dimethyl.2.6.dihydro.pyrano.3.2.c.quinolin.5.one",-0.6452,-0.13724,-0.74913,0.47885,0.95769,-4.6094
"X6.777__309.28003000000001__.M.H..__w.o.MS2.Sclareol",0.42568,-0.09449,0.74611,0.48056,0.95769,-4.6096
"X5.905__437.19528000000003__.M.Na..__w.o.MS2.NCGC00384865.01.5.hydroxy.7..4.hydroxy.2.methoxy.3..3.methylbut.2.enyl.phenyl..2.2.dimethyl.7.8.dihydropyrano.3.2.g.chromen.6.one",-0.57209,-5.0059,-0.74342,0.48209,0.95769,-4.6097
"X4.852__331.22494999999998__.M.H..__w.o.MS2.NCGC00180485.03_C21H32O4_.5beta.8alpha.9beta.10alpha.13alpha..18.Methoxy.18.oxokauran.17.oic.acid",0.18086,0.066526,0.73983,0.48413,0.95769,-4.6099
"X4.575__231.10056__.M.H..__w.o.MS2.MLS000069555.01.NAPROXEN.SODIUM",-0.26439,-1.0031,-0.7395,0.48431,0.95769,-4.6099
"X4.884__225.11256__.M.H..__w.o.MS2..E.2S.3R..5..3.hydroxy.2..hydroxymethyl.phenyl.pent.4.ene.2.3.diol",-0.23665,-0.29773,-0.73588,0.48638,0.95769,-4.6101
"X3.093__486.04108000000002__.M.H..__Unknown",-0.41043,0.09021,-0.73438,0.48723,0.95769,-4.6101
"X0.896__158.95164__.M.H.H2O..__Unknown",-0.2737,-0.53832,-0.73216,0.4885,0.95769,-4.6102
"X6.812__336.32754999999997__.M.H.H2O..__Unknown",1.6893,-3.7051,0.72526,0.49246,0.95769,-4.6106
"X3.635__191.07396__.M.H..__w.o.MS2.2.hydroxy.4.methyl.3H.benzo.e..1.4.diazepin.5.4H..one",0.19555,-0.25715,0.72341,0.49352,0.95769,-4.6107
"X0.588__268.02832000000001__.M.Na..__Unknown",-0.39297,-0.49548,-0.72204,0.49431,0.95769,-4.6107
"X3.853__418.14182__.M.Na..__w.o.MS2.Atalaphylline",0.97349,-0.76404,0.72173,0.49449,0.95769,-4.6107
"X1.031__202.18224000000001__.M.H..__Unknown",-0.3969,-0.57086,-0.71769,0.49683,0.95769,-4.6109
"X1.009__104.05304__.M.H..__Unknown",0.48583,0.23179,0.71699,0.49723,0.95769,-4.611
"X6.078__302.31317000000001__.M.H..__w.o.MS2.MLS001066334.01.D.erythro.Dihydrosphingosine764.22.7",-0.21207,-0.36784,-0.71538,0.49816,0.95769,-4.611
"X0.666__280.09488__.M.Na..__w.o.MS2.9.Methoxy.2.2.dimethyl.2.6.dihydro.pyrano.3.2.c.quinolin.5.one",-0.65103,-0.7985,-0.71261,0.49977,0.95769,-4.6112
"X1.641__174.05601999999999__.M.H..__w.o.MS2.4.Quinolinecarboxylic.acid",0.47536,0.62286,0.71096,0.50073,0.95769,-4.6112
"X6.14__286.32269000000002__.M.H..__Unknown",0.25046,-0.73355,0.70981,0.5014,0.95769,-4.6113
"X0.738__228.96952999999999__.M.H..__Unknown",0.19649,-0.28634,0.70761,0.50268,0.95769,-4.6114
"X4.651__362.09793000000002__.M.2H.2.__w.o.MS2.Moguisteine",1.358,-0.25091,0.70182,0.50606,0.95769,-4.6117
"X0.579__274.88242000000002__.M.K..__Unknown",-0.23395,0.25386,-0.6928,0.51137,0.95769,-4.6121
"X2.647__205.08823000000001__.M.H..__w.o.MS2.1..4.hydroxy.3..3.methylbut.2.enyl.phenyl.ethanone",-0.26388,-0.42125,-0.68959,0.51326,0.95769,-4.6122
"X1.011__77.006039999999999__.M.H..__Unknown",-0.16549,0.20546,-0.6872,0.51468,0.95769,-4.6123
"X0.701__277.14312999999999__.M.H..__w.o.MS2.3.7.Epoxycaryophyllan.6.Ol",-0.83293,-5.9448,-0.67623,0.52119,0.95769,-4.6128
"X4.648__350.11606__.M.2H.2.__w.o.MS2.MMV688889",1.6059,-0.24175,0.6709,0.52438,0.95769,-4.6131
"X4.792__144.13963000000001__.M.H..__Unknown",-0.68573,-0.27923,-0.66802,0.52611,0.95769,-4.6132
"X6.969__335.29126000000002__.M.H..__w.o.MS2.arachidic.acid",0.40046,-0.16949,0.65681,0.53286,0.95769,-4.6137
"X4.664__249.12031999999999__.M.H..__w.o.MS2.MLS000860057.01.6.Hydroxymelatonin",-0.19338,-0.40288,-0.65615,0.53326,0.95769,-4.6137
"X3.923__241.10565__.M.H..__w.o.MS2.NCGC00169556.02.3..3.4.5.trimethoxyphenyl.propanoic.acid",0.21517,-0.4198,0.64621,0.5393,0.95769,-4.6141
"X8.933__381.35046__.M.H..__w.o.MS2.Brassicasterol..LC.APPI.QQ..MS2..CE",-0.47033,0.26511,-0.64566,0.53964,0.95769,-4.6142
"X4.138__241.14152999999999__.M.CH3OH.H..__w.o.MS2.Imiquimod",-0.16495,-0.50747,-0.63969,0.54329,0.95769,-4.6144
"X4.647__160.04292000000001__.M.H..__w.o.MS2.Brompheniramine",0.20836,0.27258,0.63944,0.54344,0.95769,-4.6144
"X5.676__292.26431000000002__.M.H..__Unknown",-0.38661,0.30181,-0.63323,0.54725,0.95769,-4.6147
"X2.672__298.10785__.M.H..__5..S.Methylthioadenosine..LC.ESI.QTOF..MS2..CE",-0.70882,-3.1896,-0.63191,0.54807,0.95769,-4.6148
"X1.459__154.08447000000001__.M.Na..__w.o.MS2.Dopamine..CE0..VYFYYTLLBUKUHU.UHFFFAOYSA.N",0.1712,0.19586,0.62849,0.55017,0.95769,-4.6149
"X4.291__146.06102000000001__.M.H.H2O..__w.o.MS2.4.Hydroxyquinoline..PlaSMA.ID.180",-0.22301,0.3051,-0.62844,0.5502,0.95769,-4.6149
"X0.685__85.028310000000005__.M.H..__w.o.MS2.Unknown..carbon.number.4...PlaSMA.ID.2",0.13687,3.6662,0.62804,0.55045,0.95769,-4.6149
"X1.009__102.05475__.M.H..__w.o.MS2.1.Aminocyclopropane.1.carboxylic.acid..LC.ESI.QTOF..MS2..CE",0.14084,0.24766,0.62718,0.55098,0.95769,-4.615
"X6.01__387.19376__.M.H..__w.o.MS2.2..4a.methyl.8.methylidene.4..3.methylpentanoyloxy..1.2.3.4.5.6.7.8a.octahydronaphthalen.2.yl.prop.2.enoic.acid",0.30714,-0.073781,0.6243,0.55276,0.95769,-4.6151
"X0.84__204.12270000000001__.M.H..__w.o.MS2.Acetylcarnitine",0.54275,-1.34,0.62346,0.55329,0.95769,-4.6151
"X0.579__451.92700000000002__.M.K..__Unknown",0.34098,0.28744,0.62143,0.55454,0.95769,-4.6152
"X8.613__379.33453__.M.H..__Unknown",-0.83956,0.06168,-0.61985,0.55552,0.95769,-4.6153
"X0.728__199.01794000000001__.M.K..__w.o.MS2.PUTRESCINE.DIHYDROCHLORIDE",-0.26645,0.68039,-0.61957,0.5557,0.95769,-4.6153
"X0.986__267.02999999999997__.M.Na..__Unknown",-0.215,0.546,-0.61546,0.55825,0.95769,-4.6154
"X6.011__446.26711999999998__.M.H..__Unknown",0.37608,-0.12345,0.6153,0.55835,0.95769,-4.6154
"X2.263__138.05547000000001__.M.H..__w.o.MS2.Unknown..carbon.number.7...PlaSMA.ID.134",0.16575,0.25391,0.61364,0.55938,0.95769,-4.6155
"X6.479__295.23615000000001__.M.H..__w.o.MS2.Unknown..carbon.number.18...PlaSMA.ID.1528",0.2036,-0.51035,0.61279,0.55991,0.95769,-4.6156
"X6.691__228.24010999999999__.M.H..__Unknown",0.18318,-0.36853,0.58734,0.57593,0.97493,-4.6166
"X0.581__233.99332000000001__.M.K..__Unknown",-0.12772,0.58098,-0.57941,0.58097,0.97493,-4.6169
"X4.041__207.10066__.M.H..__w.o.MS2.Unknown..carbon.number.12...PlaSMA.ID.706",-0.15636,-0.26814,-0.57839,0.58162,0.97493,-4.6169
"X6.098__98.985680000000002__.M.H..__Unknown",-0.18275,-0.034386,-0.57746,0.58221,0.97493,-4.617
"X0.611__99.093209999999999__.M.H..__Unknown",-0.12966,0.33608,-0.57723,0.58236,0.97493,-4.617
"X1.01__58.994990000000001__.M.H..__Unknown",0.16137,0.075796,0.57592,0.5832,0.97493,-4.617
"X1.01__89.042119999999997__.M.H..__Unknown",-0.1285,0.20584,-0.56831,0.58807,0.97535,-4.6173
"X1.61__268.10373__.M.H..__Adenosine..LC.ESI.QTOF..MS2..CE",-0.23883,-1.6954,-0.5652,0.59007,0.97535,-4.6175
"X5.073__511.68524000000002__.M.2H.2.__Unknown",0.37312,0.73231,0.56164,0.59235,0.97535,-4.6176
"X1.584__133.03191000000001__.M.H..__Unknown",0.18667,0.37897,0.55933,0.59385,0.97535,-4.6177
"X0.582__411.03881999999999__.M.Na..__Unknown",0.29017,0.37287,0.55344,0.59765,0.97535,-4.6179
"X0.876__234.90781999999999__.M.H..__Unknown",0.44648,0.58336,0.54947,0.60023,0.97535,-4.6181
"X6.191__296.22397000000001__.M.H..__w.o.MS2.Unknown..carbon.number.17...PlaSMA.ID.1530",0.14795,-0.47955,0.54442,0.60351,0.97535,-4.6183
"X1.146__115.02448__.M.H..__w.o.MS2.5.Fluro.2.pyrimidone",0.13526,-0.23596,0.54334,0.60422,0.97535,-4.6183
"X4.953__241.142__.M.H..__w.o.MS2.Imiquimod",-0.29054,-0.11553,-0.54196,0.60512,0.97535,-4.6183
"X7.361__379.31157999999999__.M.H..__w.o.MS2.monoolein",-0.89579,-0.96612,-0.54143,0.60546,0.97535,-4.6184
"X5.417__353.15726000000001__.M.H..__w.o.MS2.4.decyl.3.hydroxy.5.oxooxolane.2.3.dicarboxylic.acid",1.5139,-2.4301,0.52699,0.61492,0.97675,-4.6189
"X3.921__481.21181999999999__.M.H..__Unknown",-0.40446,-0.95943,-0.52603,0.61556,0.97675,-4.6189
"X1.038__308.09334999999999__.M.H..__w.o.MS2.Glutathione..reduced.",-0.45701,-3.6559,-0.52311,0.61748,0.97675,-4.619
"X0.717__157.06164999999999__.M.H.H2O..__Unknown",0.81127,-2.5918,0.52093,0.61892,0.97675,-4.6191
"X7.931__388.36068999999998__.M.Na..__Unknown",-0.26154,-0.75821,-0.5172,0.62139,0.97675,-4.6193
"X0.831__168.94781__.M.H..__Unknown",-0.34519,0.30826,-0.51718,0.6214,0.97675,-4.6193
"X1.457__414.08483999999999__.M.H..__Unknown",-0.22553,0.20538,-0.51597,0.6222,0.97675,-4.6193
"X0.588__93.04522__.M.H..__Unknown",-0.11124,-0.088724,-0.50918,0.62671,0.97675,-4.6195
"X0.981__96.007580000000004__.M.H..__Unknown",-0.12045,0.03921,-0.50582,0.62894,0.97675,-4.6197
"X4.494__214.08488__.M.H..__w.o.MS2.MLS002153472.01.N.Phenylanthranilic.acid91.40.7",0.25976,-0.94007,0.50535,0.62926,0.97675,-4.6197
"X0.799__146.11668__.M.H..__w.o.MS2.Acetylcholine..LC.ESI.QTOF..MS2..CE",-0.55272,0.12492,-0.5007,0.63236,0.97675,-4.6198
"X6.806__250.08751000000001__.M.H..__w.o.MS2.MLS001074296.01.2.Phenyl.4.quinolinecarboxylic.acid132.60.5",-1.1251,0.066991,-0.49277,0.63766,0.97675,-4.6201
"X6.807__400.16843__.M.K..__w.o.MS2.colchicine",-0.82351,-0.11283,-0.49192,0.63823,0.97675,-4.6201
"X0.666__219.02705__.M.K..__w.o.MS2.THEOBROMINE",-0.41711,0.24968,-0.49016,0.63942,0.97675,-4.6202
"X5.679__393.28789999999998__.M.H..__Unknown",-0.35934,0.57122,-0.48793,0.64092,0.97675,-4.6203
"X6.552__325.22548999999998__.M.H..__w.o.MS2.quinine",-0.21749,-1.3564,-0.48689,0.64161,0.97675,-4.6203
"X6.037__180.13929999999999__.M.H..__w.o.MS2..1..2.6.dimethylphenoxy.propan.2.amine.",-0.267,-0.27359,-0.48024,0.6461,0.97928,-4.6205
"X8.272__549.42273__.M.H..__Unknown",0.22867,0.27488,0.47062,0.65261,0.97928,-4.6209
"X5.903__432.23993000000002__.M.H..__w.o.MS2.N..2....1S.9aR..octahydro.1H.quinolizin.1.yl.methyl..3.oxo.1.2.3.4.tetrahydrobenzo.4.5.imidazo.1.2.a.pyrazin.8.yl.propionamide",-0.23475,-0.34457,-0.46136,0.65891,0.97928,-4.6212
"X0.708__365.11212__.M.Na..__Melibiose",-0.195,-3.8858,-0.45921,0.66038,0.97928,-4.6212
"X3.993__191.08327__.M.H..__w.o.MS2.3.methyl.3.4.dihydro.1H.1.4.benzodiazepine.2.5.dione",-0.21371,-0.10198,-0.45666,0.66212,0.97928,-4.6213
"X8.264__449.38479999999998__.M.H..__w.o.MS2.friedelin",-0.54141,1.863,-0.45122,0.66585,0.97928,-4.6215
"X3.754__557.22240999999997__.M.H..__Unknown",0.91085,-1.4864,0.44682,0.66887,0.97928,-4.6216
"X0.676__497.04827999999998__.M.H..__Unknown",-0.48144,1.1105,-0.44449,0.67047,0.97928,-4.6217
"X2.607__137.07096999999999__.M.H..__w.o.MS2.N.Methylnicotinamide..CE0..ZYVXHFWBYUDDBM.UHFFFAOYSA.N",0.092354,-0.54011,0.44294,0.67154,0.97928,-4.6218
"X2.958__169.07578000000001__.M.H..__w.o.MS2.Norharman..PlaSMA.ID.382",0.15343,0.35117,0.43967,0.67379,0.97928,-4.6219
"X0.705__381.08652000000001__.M.K..__w.o.MS2.Excavatin.L",0.26537,-3.8389,0.43818,0.67482,0.97928,-4.6219
"X1.082__138.09088__.M.H..__w.o.MS2.Unknown..carbon.number.8...PlaSMA.ID.137",-0.14897,-0.12644,-0.43213,0.679,0.97928,-4.6221
"X0.591__226.04044999999999__.M.H..__Unknown",0.16081,-0.30166,0.42979,0.68062,0.97928,-4.6222
"X0.986__168.99323999999999__.M.H..__w.o.MS2.Phosphoenolpyruvic.acid",0.19513,-0.058494,0.42444,0.68433,0.97928,-4.6223
"X1.009__74.06__.M.H..__w.o.MS2.N.N.Dimethylformamide",-0.13265,-1.003,-0.42001,0.68741,0.97928,-4.6225
"X1.086__162.06247999999999__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.300",0.23693,-0.5985,0.41788,0.6889,0.97928,-4.6225
"X0.692__316.98538000000002__.M.K..__Unknown",-0.40546,1.1166,-0.41684,0.68962,0.97928,-4.6226
"X2.432__144.08080000000001__.M.H..__w.o.MS2.1.Naphthylamine",0.11676,0.2953,0.4141,0.69153,0.97928,-4.6226
"X7.225__179.10856999999999__.M.H..__w.o.MS2.MLS001065600.01.",-0.23113,0.36385,-0.41323,0.69214,0.97928,-4.6227
"X6.21__253.22301999999999__.M.H..__w.o.MS2.MLS002639189.01.",-0.10203,-0.32808,-0.4125,0.69265,0.97928,-4.6227
"X6.129__337.07611__.M.Na..__7.8.dihydroxy.5.6.dimethoxy.2.phenyl.4H.chromen.4.one",-0.26831,-2.2029,-0.40645,0.69688,0.97928,-4.6229
"X8.208__523.39435000000003__.M.H..__Unknown",0.20664,0.81265,0.40566,0.69744,0.97928,-4.6229
"X1.459__263.19690000000003__.M.H..__w.o.MS2.7..2.hydroxypropan.2.yl..1.4a.dimethyl.2.3.4.5.6.7.8.8a.octahydronaphthalen.1.ol",0.16809,0.73967,0.40102,0.70069,0.97928,-4.623
"X1.161__98.983879999999999__.M.H..__Unknown",0.20936,-0.48975,0.3973,0.7033,0.97928,-4.6231
"X1.458__432.23935__.M.H.H2O..__w.o.MS2.Nakijiquinone.C",-0.20732,0.51959,-0.39103,0.70772,0.97928,-4.6233
"X1.719__168.95728__.M.H..__Unknown",-0.18636,-0.071576,-0.38722,0.71041,0.97928,-4.6234
"X3.087__305.09694999999999__.M.H..__w.o.MS2.N.Acetyl.Asp.Glu",0.12898,0.19313,0.3842,0.71254,0.97928,-4.6235
"X0.579__367.96352999999999__.M.K..__Unknown",0.15272,0.074241,0.37925,0.71605,0.97928,-4.6236
"X0.58__448.02573000000001__.M.H..__Unknown",0.15592,0.13417,0.37752,0.71728,0.97928,-4.6237
"X1.072__131.0668__.M.H..__w.o.MS2.PANTOLACTONE",0.16015,0.16065,0.37623,0.71819,0.97928,-4.6237
"X6.536__315.15991000000002__.M.Na..__w.o.MS2.Safranin..LC.ESI.QTOF..MS2..CE",-0.19925,0.019076,-0.37432,0.71955,0.97928,-4.6238
"X0.584__200.03999__.M.Na..__w.o.MS2.2.amino.3.prop.2.enylsulfinylpropanoic.acid",-0.097172,-0.051267,-0.35289,0.73484,0.97928,-4.6243
"X2.241__162.05575999999999__.M.H..__w.o.MS2..MLS000860043.01.1.5.Isoquinolinediol.",0.16116,0.45612,0.35159,0.73577,0.97928,-4.6244
"X0.589__110.07162__.M.H..__Unknown",-0.074776,-0.033353,-0.35102,0.73618,0.97928,-4.6244
"X4.648__540.18829000000005__.M.H..__Unknown",0.9176,-0.66062,0.34498,0.74052,0.97928,-4.6245
"X6.194__277.18047999999999__.M.H..__w.o.MS2.6.Shogaol",-0.15578,-0.45921,-0.33975,0.74428,0.97928,-4.6247
"X2.511__132.10147000000001__.M.H..__w.o.MS2.Leucine",0.12883,-0.27267,0.33284,0.74927,0.97928,-4.6248
"X7.126__545.40197999999998__.M.H..__Unknown",0.27461,-0.62802,0.33223,0.74971,0.97928,-4.6248
"X1.008__357.02609000000001__.M.H.H2O..__w.o.MS2..E..1.4.bis.4.hydroxy.3.methoxyphenyl..2.3.dimethylbut.2.ene.1.4.dione",0.12171,0.9495,0.32737,0.75322,0.97928,-4.625
"X7.569__376.30083999999999__.M.K..__Unknown",0.34994,-1.196,0.32561,0.75449,0.97928,-4.625
"X7.883__521.38726999999994__.M.H..__Unknown",0.1526,0.30809,0.32531,0.75471,0.97928,-4.625
"X0.58__258.90069999999997__.M.Na..__Unknown",-0.075862,-0.01242,-0.32262,0.75666,0.97928,-4.6251
"X0.581__218.01214999999999__.M.Na..__w.o.MS2.Propanil",0.070398,0.13287,0.31972,0.75876,0.97928,-4.6251
"X4.08__251.08992000000001__.M.H..__w.o.MS2.NCGC00179979.02.6..3.hydroxybutan.2.yl..5..hydroxymethyl..4.methoxypyran.2.one",-0.075368,-0.29801,-0.31938,0.75901,0.97928,-4.6251
"X0.709__245.15268__.M.H..__w.o.MS2.KOBUSONE",-0.1042,1.4879,-0.31113,0.76501,0.97928,-4.6253
"X1.01__75.02637__.M.Na..__Unknown",-0.079002,0.059025,-0.30663,0.76829,0.97928,-4.6254
"X6.062__249.18491__.M.H..__w.o.MS2.NCGC00380110.01_C16H26O3_1.Propanone..3.hydroxy.1...1R.2R.4aR.6S.8aS..1.2.4a.5.6.7.8.8a.octahydro.2.hydroxy.1.2.6.trimethyl.1.naphthalenyl..",-0.1335,-0.21658,-0.3049,0.76955,0.97928,-4.6255
"X2.433__188.07315__.M.H..__w.o.MS2.MLS001048891.01.methyl.quinoline.2.carboxylate",0.091146,0.35627,0.30316,0.77082,0.97928,-4.6255
"X1__412.97314__.M.K..__Unknown",-0.1308,0.39346,-0.3017,0.77188,0.97928,-4.6255
"X1.61__136.06087__.M.H..__Adenine..LC.ESI.QTOF..MS2..CE",-0.12411,-1.4526,-0.30169,0.77189,0.97928,-4.6255
"X7.368__347.29885999999999__.M.H..__w.o.MS2.3...Z..heptadec.10.enyl.benzene.1.2.diol",-0.14964,-0.10246,-0.29928,0.77366,0.97928,-4.6256
"X2.672__136.06525__.M.H..__Adenine..LC.ESI.QTOF..MS2..CE",-0.24836,-2.8368,-0.29801,0.77458,0.97928,-4.6256
"X0.904__189.12459000000001__.M.H..__w.o.MS2.N6.Acetyl.L.lysine..CE0..DTERQYGMUDWYAZ.ZETCQYMHSA.N",-0.1243,-2.013,-0.29281,0.77839,0.97928,-4.6257
"X2.081__100.07629__.M.H..__w.o.MS2.Unknown..carbon.number.5...PlaSMA.ID.14",-0.22968,-0.13054,-0.2926,0.77854,0.97928,-4.6257
"X6.063__229.11754999999999__.M.H..__w.o.MS2.Proline.hydroxyproline",-0.11608,-1.0513,-0.29042,0.78014,0.97928,-4.6258
"X1.008__87.02569__.M.H..__Unknown",-0.072806,0.29133,-0.28327,0.78539,0.97928,-4.6259
"X5.942__435.21643__.M.K..__w.o.MS2.76.25.5",0.20984,0.070392,0.28192,0.78638,0.97928,-4.626
"X5.824__227.16176999999999__.M.H..__w.o.MS2.NCGC00381386.01.2..7.hydroxy.6.methyloctyl..2H.furan.5.one",-0.083336,-0.60479,-0.28059,0.78736,0.97928,-4.626
"X0.982__113.03634__.M.H..__Uracil..CE10..ISAKRJDGNUQOIC.UHFFFAOYSA.N",0.057295,0.019829,0.28055,0.78739,0.97928,-4.626
"X0.987__323.98068000000001__.M.K..__Unknown",0.081921,0.14245,0.27592,0.79079,0.97928,-4.6261
"X5.757__275.16208__.M.H..__w.o.MS2.NCGC00380303.01..E..7.methylidene.10.oxo.4.propan.2.ylundec.5.enoic.acid",-0.081047,-0.46518,-0.27453,0.79182,0.97928,-4.6261
"X1.999__103.05457__.M.H..__w.o.MS2.Unknown..carbon.number.8...PlaSMA.ID.16",0.090997,-0.14356,0.27373,0.79241,0.97928,-4.6261
"X1.009__355.03084999999999__.M.H..__w.o.MS2.Pinoquercetin",0.099272,0.64525,0.27294,0.79299,0.97928,-4.6262
"X2.236__181.08635000000001__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.501",-0.071381,-0.37649,-0.26338,0.80005,0.97928,-4.6263
"X1.084__182.08507__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.511",-0.10551,-0.77751,-0.2585,0.80366,0.97928,-4.6264
"X2.338__178.09027__.M.H..__w.o.MS2.C10H11NO2..PlaSMA.ID.458",-0.13629,0.31857,-0.25426,0.8068,0.97928,-4.6265
"X3.992__114.03863__.M.H..__Unknown",-0.08259,0.32152,-0.25268,0.80797,0.97928,-4.6265
"X0.58__122.92574__.M.H..__Unknown",-0.06198,0.20426,-0.2515,0.80885,0.97928,-4.6266
"X1.632__177.95822000000001__.M.H..__Unknown",-0.11519,-0.49994,-0.24803,0.81142,0.97928,-4.6266
"X0.581__407.01718__.M.H..__w.o.MS2.Methyl.Deoxycholate",-0.13996,-0.65666,-0.24357,0.81474,0.97928,-4.6267
"X1.073__83.060940000000002__.M.H..__w.o.MS2.2.Methylimidazole",0.053649,0.071642,0.24081,0.81679,0.97928,-4.6268
"X5.823__253.14127999999999__.M.H..__w.o.MS2.NCGC00169882.02_C14H20O4_.8aR.12S.12aR..12.Hydroxy.4.methyl.4.5.6.7.8.8a.12.12a.octahydro.2H.3.benzoxecine.2.9.1H..dione",0.058932,-0.16063,0.2382,0.81874,0.97928,-4.6268
