"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"X1.086__162.06247999999999__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.300",-0.81764,-1.3164,-0.8543,0.41798,0.99929,-4.6026
"X1.47__282.19207999999998__.M.H..__w.o.MS2.MLS001148620.01.",-0.25739,-0.92794,-0.85376,0.41826,0.99929,-4.6026
"X0.482__112.11212999999999__.M.H..__Unknown",-3.168,1.637,-0.852,0.41918,0.99929,-4.6027
"X1.009__519.01464999999996__.M.H..__Unknown",-0.94887,-0.23951,-0.84998,0.42024,0.99929,-4.6028
"X1.617__136.93144000000001__.M.H..__Unknown",-0.44497,0.59595,-0.83444,0.42844,0.99929,-4.6035
"X5.905__437.19528000000003__.M.Na..__w.o.MS2.NCGC00384865.01.5.hydroxy.7..4.hydroxy.2.methoxy.3..3.methylbut.2.enyl.phenyl..2.2.dimethyl.7.8.dihydropyrano.3.2.g.chromen.6.one",0.66082,-2.1582,0.83285,0.42928,0.99929,-4.6036
"X4.772__333.09246999999999__.M.H..__w.o.MS2.Sulochrin_120096",0.51652,0.55074,0.82884,0.43141,0.99929,-4.6037
"X6.845__352.32128999999998__.M.H..__Unknown",1.7984,-8.0573,0.82686,0.43247,0.99929,-4.6038
"X2.905__234.20707999999999__.M.H..__Unknown",-0.17931,-0.052144,-0.81804,0.4372,0.99929,-4.6042
"X0.588__93.04522__.M.H..__Unknown",-0.18709,-0.040259,-0.81589,0.43836,0.99929,-4.6043
"X7.931__388.36068999999998__.M.Na..__Unknown",-0.35931,-0.16103,-0.81482,0.43894,0.99929,-4.6043
"X7.368__347.29885999999999__.M.H..__w.o.MS2.3...Z..heptadec.10.enyl.benzene.1.2.diol",0.49177,0.29691,0.81357,0.43962,0.99929,-4.6044
"X5.415__369.20459__.M.H..__w.o.MS2..1R.4aS.10aR..7..2.hydroxypropan.2.yl..1.4a.dimethyl.9.oxo.3.4.10.10a.tetrahydro.2H.phenanthrene.1.carboxylic.acid",0.37205,-0.163,0.80626,0.44358,0.99929,-4.6047
"X2.241__162.05575999999999__.M.H..__w.o.MS2..MLS000860043.01.1.5.Isoquinolinediol.",-0.43079,0.1075,-0.80609,0.44367,0.99929,-4.6047
"X1.361__221.09215__.M.H..__w.o.MS2.5.Hydroxytryptophan",-0.45266,0.11276,-0.80232,0.44573,0.99929,-4.6049
"X5.457__228.19637__.M.H..__Unknown",-0.30281,-0.82295,-0.79881,0.44765,0.99929,-4.605
"X0.77__176.09348__.M.H..__Unknown",-0.80817,-3.6116,-0.79636,0.44899,0.99929,-4.6051
"X3.686__212.03371999999999__.M.Na..__w.o.MS2.alpha.cyano.4.hydroxycinnamic.acid..MALDI.TOFTOF..MS2..CE",-0.53029,0.26346,-0.79505,0.44971,0.99929,-4.6052
"X7.585__360.32657__.M.Na..__w.o.MS2.phenylethylamide.359",0.37331,-0.45353,0.78584,0.45478,0.99929,-4.6056
"X1.459__220.07642000000001__.M.H..__w.o.MS2.O.SUCCINYL.L.HOMOSERINE",-0.79517,-0.46107,-0.77535,0.46061,0.99929,-4.606
"X4.072__163.07662999999999__.M.H..__w.o.MS2.Isosafrole",0.25463,-0.093782,0.7698,0.46371,0.99929,-4.6062
"X1.12__156.07756000000001__.M.H..__w.o.MS2.Histidine",-0.1976,-0.28388,-0.76847,0.46446,0.99929,-4.6063
"X0.582__411.03881999999999__.M.Na..__Unknown",-0.37113,0.26102,-0.75203,0.47375,0.99929,-4.607
"X7.36__395.28656000000001__.M.H..__w.o.MS2.Conessine",1.0831,0.88497,0.75168,0.47395,0.99929,-4.607
"X0.579__367.96352999999999__.M.K..__Unknown",-0.28369,-0.193,-0.74483,0.47785,0.99929,-4.6072
"X0.571__246.03334000000001__.M.Na..__Unknown",-0.18845,-0.15214,-0.74373,0.47848,0.99929,-4.6073
"X1.009__104.05304__.M.H..__Unknown",-0.53002,-0.2075,-0.74365,0.47853,0.99929,-4.6073
"X6.116__356.35174999999998__.M.H..__Unknown",-0.21203,-0.17621,-0.74176,0.47961,0.99929,-4.6074
"X4.138__241.14152999999999__.M.CH3OH.H..__w.o.MS2.Imiquimod",0.20513,-0.17426,0.74026,0.48047,0.99929,-4.6074
"X6.01__387.19376__.M.H..__w.o.MS2.2..4a.methyl.8.methylidene.4..3.methylpentanoyloxy..1.2.3.4.5.6.7.8a.octahydronaphthalen.2.yl.prop.2.enoic.acid",0.38796,-0.25977,0.74025,0.48047,0.99929,-4.6074
"X7.533__339.29074000000003__.M.H..__Unknown",-0.20014,0.41953,-0.73932,0.48101,0.99929,-4.6075
"X1.009__74.06__.M.H..__w.o.MS2.N.N.Dimethylformamide",-0.80063,-1.9335,-0.73224,0.48508,0.99929,-4.6077
"X3.599__499.16753999999997__.M.H..__w.o.MS2.Mundulone.Acetate",-0.99617,-0.30904,-0.72449,0.48957,0.99929,-4.6081
"X7.223__295.2038__.M.H..__w.o.MS2.ISOPALMITIC.ACID",0.50931,-0.3589,0.72231,0.49084,0.99929,-4.6081
"X2.434__409.18682999999999__.M.H..__w.o.MS2.eudesmin",-0.45828,0.13164,-0.71714,0.49385,0.99929,-4.6083
"X2.511__132.10147000000001__.M.H..__w.o.MS2.Leucine",0.87079,0.34353,0.71701,0.49393,0.99929,-4.6083
"X0.785__156.07559000000001__.M.H..__w.o.MS2.3..1.Pyrazolyl..alanine",-0.24288,0.002528,-0.71606,0.49448,0.99929,-4.6084
"X4.494__214.08488__.M.H..__w.o.MS2.MLS002153472.01.N.Phenylanthranilic.acid91.40.7",0.51365,-1.3974,0.71375,0.49583,0.99929,-4.6085
"X4.921__533.18768__.M.2H.2.__Unknown",-1.1719,-0.6204,-0.71219,0.49675,0.99929,-4.6085
"X1.641__174.05601999999999__.M.H..__w.o.MS2.4.Quinolinecarboxylic.acid",-0.6251,0.0083256,-0.70867,0.49881,0.99929,-4.6087
"X6.552__325.22548999999998__.M.H..__w.o.MS2.quinine",0.37475,-0.6463,0.70848,0.49892,0.99929,-4.6087
"X0.589__110.07162__.M.H..__Unknown",-0.17297,-0.022772,-0.70517,0.50087,0.99929,-4.6088
"X6.194__277.18047999999999__.M.H..__w.o.MS2.6.Shogaol",0.5138,-0.18971,0.7002,0.50381,0.99929,-4.609
"X4.349__262.05333999999999__.M.H..__w.o.MS2.Phosphotyrosine",-0.24562,-0.49979,-0.69111,0.5092,0.99929,-4.6093
"X0.586__212.85091__.M.K..__Unknown",-0.34494,0.56131,-0.67986,0.51593,0.99929,-4.6098
"X0.682__244.09419__.M.H.H2O..__w.o.MS2.Pesticide3_Carbofuran_C12H15NO3_Furadan",0.59994,0.28276,0.67675,0.5178,0.99929,-4.6099
"X4.339__514.21056999999996__.M.H..__w.o.MS2.4..7.acetyloxy.5.chloro.3...1E.3E..3.5.dimethylhepta.1.3.dienyl..7.methyl.6.8.dioxoisoquinolin.2.yl.butanoic.acid",-0.48065,0.49313,-0.66585,0.52438,0.99929,-4.6103
"X0.988__254.99437__.M.H..__Unknown",0.38568,0.036423,0.66529,0.52473,0.99929,-4.6103
"X0.581__233.99332000000001__.M.K..__Unknown",-0.16048,0.48077,-0.66514,0.52481,0.99929,-4.6103
"X5.073__511.68524000000002__.M.2H.2.__Unknown",-0.72242,-0.041306,-0.66355,0.52578,0.99929,-4.6104
"X0.593__294.02681999999999__.M.H..__Unknown",0.31256,-0.33213,0.66264,0.52634,0.99929,-4.6104
"X0.667__147.07874000000001__.M.H..__w.o.MS2.4.ureidobutanoic.acid",0.5935,-3.4281,0.66044,0.52767,0.99929,-4.6105
"X3.921__481.21181999999999__.M.H..__Unknown",0.31263,-0.39196,0.65587,0.53046,0.99929,-4.6107
"X0.591__226.04044999999999__.M.H..__Unknown",0.27863,-0.1543,0.65303,0.5322,0.99929,-4.6108
"X4.019__162.0925__.M.H..__w.o.MS2.Tryptophol",0.22016,0.013015,0.6501,0.53399,0.99929,-4.6109
"X0.58__299.97570999999999__.M.K..__Unknown",-0.17816,0.1008,-0.65008,0.534,0.99929,-4.6109
"X0.84__204.12270000000001__.M.H..__w.o.MS2.Acetylcarnitine",0.50424,-1.4133,0.64522,0.53699,0.99929,-4.611
"X1.009__102.05475__.M.H..__w.o.MS2.1.Aminocyclopropane.1.carboxylic.acid..LC.ESI.QTOF..MS2..CE",-0.15018,0.004627,-0.64385,0.53783,0.99929,-4.6111
"X3.486__240.14878999999999__.M.H..__Unknown",-0.2984,-1.1411,-0.64367,0.53794,0.99929,-4.6111
"X4.724__446.16519__.M.2H.2.__w.o.MS2.1..3..2.3.dihydrobenzo.b..1.4.dioxin.6.yl..7.hydroxy.2.methyl.4.oxo.6.propyl.4H.chromen.8.yl..N.N.dimethylmethanaminium.chloride",-0.37606,-1.6829,-0.64312,0.53828,0.99929,-4.6111
"X7.016__354.17340000000002__.M.H..__w.o.MS2.MLS002695993.01.35661.60.0",0.80761,-1.1344,0.6431,0.53829,0.99929,-4.6111
"X2.262__120.04451__.M.H..__Unknown",-0.17282,-0.0024928,-0.64282,0.53846,0.99929,-4.6111
"X4.651__114.03719__.M.H..__Unknown",-0.22911,0.1252,-0.64195,0.539,0.99929,-4.6112
"X0.852__154.94202999999999__.M.H..__Unknown",0.20153,0.94118,0.63869,0.54102,0.99929,-4.6113
"X3.325__171.1026__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.398",0.25095,-0.23789,0.63541,0.54304,0.99929,-4.6114
"X1.629__130.06524999999999__.M.H..__w.o.MS2.Indole.3.carbinol..LC.ESI.QTOF..MS2..CE",-0.57496,0.38283,-0.63247,0.54487,0.99929,-4.6115
"X0.603__246.18407999999999__.M.H..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.1031",0.3232,-1.4759,0.62237,0.55116,0.99929,-4.6119
"X4.041__207.10066__.M.H..__w.o.MS2.Unknown..carbon.number.12...PlaSMA.ID.706",0.20354,-0.025871,0.61907,0.55322,0.99929,-4.612
"X1.008__87.02569__.M.H..__Unknown",-0.14051,0.091541,-0.61876,0.55341,0.99929,-4.612
"X6.81__392.30063000000001__.M.K..__Unknown",0.53435,-1.3991,0.61752,0.55419,0.99929,-4.612
"X0.564__224.05269000000001__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.852",0.20467,0.0020016,0.61652,0.55482,0.99929,-4.6121
"X5.676__292.26431000000002__.M.H..__Unknown",-0.25504,-0.13968,-0.60722,0.56067,0.99929,-4.6124
"X5.975__310.23257000000001__.M.CH3OH.H..__w.o.MS2.Melophlin.M",0.30395,-0.98006,0.60216,0.56387,0.99929,-4.6126
"X0.685__162.07615999999999__.M.H..__w.o.MS2.N.Methylglutamic.acid",0.29029,-1.2318,0.60158,0.56424,0.99929,-4.6126
"X6.037__180.13929999999999__.M.H..__w.o.MS2..1..2.6.dimethylphenoxy.propan.2.amine.",-0.33248,-0.022649,-0.60073,0.56477,0.99929,-4.6126
"X2.434__243.05409__.M.K..__w.o.MS2.TRYPTOPHAN",-0.16825,0.097206,-0.58903,0.57222,0.99929,-4.613
"X1.072__131.0668__.M.H..__w.o.MS2.PANTOLACTONE",-0.29373,0.051081,-0.58798,0.57289,0.99929,-4.613
"X4.291__146.06102000000001__.M.H.H2O..__w.o.MS2.4.Hydroxyquinoline..PlaSMA.ID.180",-0.22464,0.72628,-0.58442,0.57517,0.99929,-4.6131
"X5.958__332.33548000000002__.M.H..__Unknown",-0.18833,-0.10526,-0.58294,0.57612,0.99929,-4.6132
"X5.377__113.06165__.M.H..__w.o.MS2.1.2.Cyclohexanedione",-0.25001,0.018893,-0.58014,0.57792,0.99929,-4.6133
"X7.361__379.31157999999999__.M.H..__w.o.MS2.monoolein",0.54929,0.14849,0.57965,0.57823,0.99929,-4.6133
"X7.023__376.31873000000002__.M.Na..__w.o.MS2.N..3.Methoxybenzyl.palmitamide",0.62383,-2.1217,0.57437,0.58163,0.99929,-4.6135
"X7.225__179.10856999999999__.M.H..__w.o.MS2.MLS001065600.01.",-0.18807,0.55845,-0.56992,0.5845,0.99929,-4.6136
"X1.223__176.96213__.M.H..__Unknown",-0.32083,0.24759,-0.56257,0.58926,0.99929,-4.6139
"X6.536__315.15991000000002__.M.Na..__w.o.MS2.Safranin..LC.ESI.QTOF..MS2..CE",-0.40991,0.044757,-0.56248,0.58932,0.99929,-4.6139
"X2.647__205.08823000000001__.M.H..__w.o.MS2.1..4.hydroxy.3..3.methylbut.2.enyl.phenyl.ethanone",0.23969,-0.25789,0.56071,0.59047,0.99929,-4.6139
"X7.025__351.24707000000001__.M.H..__w.o.MS2.Unknown..carbon.number.21...PlaSMA.ID.1929",0.26136,0.41339,0.5605,0.59061,0.99929,-4.6139
"X4.648__540.18829000000005__.M.H..__Unknown",-1.2082,-0.81391,-0.55835,0.59201,0.99929,-4.614
"X6.422__317.13222999999999__.M.H..__w.o.MS2.2.morpholino.7H.naphtho.1.2.3.de.quinolin.7.one",-0.2097,-0.4554,-0.55716,0.59278,0.99929,-4.614
"X1.458__432.23935__.M.H.H2O..__w.o.MS2.Nakijiquinone.C",0.2602,0.11345,0.55371,0.59503,0.99929,-4.6141
"X1.456__86.097279999999998__.M.H..__w.o.MS2.Unknown..carbon.number.5...PlaSMA.ID.6",-0.13733,0.0084125,-0.54134,0.60314,0.99929,-4.6145
"X7.516__481.29802999999998__.M.H..__w.o.MS2.Smilagenin.Acetate",0.4778,-0.76181,0.53699,0.60599,0.99929,-4.6147
"X7.016__350.17809999999997__.M.H..__w.o.MS2.MMV688888",0.66063,-0.89054,0.52459,0.6142,0.99929,-4.615
"X7.569__338.34433000000001__.M.H..__w.o.MS2.Erucamide",0.20913,-0.60504,0.52155,0.61622,0.99929,-4.6151
"X6.063__229.11754999999999__.M.H..__w.o.MS2.Proline.hydroxyproline",0.41535,-0.98291,0.51757,0.61887,0.99929,-4.6153
"X2.433__205.0983__.M.H..__Tryptophan..LC.ESI.QTOF..MS2..CE",-0.16549,0.098406,-0.51264,0.62216,0.99929,-4.6154
"X2.432__117.05843__.M.H..__w.o.MS2.Ketoisovaleric.acid",-0.24885,0.29356,-0.51059,0.62353,0.99929,-4.6155
"X2.607__137.07096999999999__.M.H..__w.o.MS2.N.Methylnicotinamide..CE0..ZYVXHFWBYUDDBM.UHFFFAOYSA.N",0.12809,-0.5322,0.50761,0.62553,0.99929,-4.6156
"X7.883__521.38726999999994__.M.H..__Unknown",-0.20927,0.25276,-0.50392,0.628,0.99929,-4.6157
"X0.788__252.92823999999999__.M.H..__Unknown",0.22876,0.28756,0.50362,0.62821,0.99929,-4.6157
"X4.174__249.12058999999999__.M.H..__w.o.MS2.MLS000860057.01.6.Hydroxymelatonin",0.1994,-0.21846,0.49784,0.6321,0.99929,-4.6158
"X8.786__561.46898999999996__.M.Na..__Unknown",0.38364,0.49355,0.4967,0.63286,0.99929,-4.6159
"X1.008__323.06787000000003__.M.H..__w.o.MS2.3.4.DIMETHOXYDALBERGIONE",0.1957,0.6535,0.49117,0.6366,0.99929,-4.616
"X1.073__83.060940000000002__.M.H..__w.o.MS2.2.Methylimidazole",-0.11331,0.028086,-0.4901,0.63732,0.99929,-4.6161
"X2.432__144.08080000000001__.M.H..__w.o.MS2.1.Naphthylamine",-0.14896,0.079167,-0.48162,0.64307,0.99929,-4.6163
"X7.279__346.25882000000001__.M.H..__w.o.MS2.Unknown..carbon.number.18...PlaSMA.ID.1904",0.27038,-0.48297,0.48095,0.64353,0.99929,-4.6163
"X0.58__429.93588__.M.H..__Unknown",0.22594,0.044248,0.47902,0.64485,0.99929,-4.6164
"X0.58__493.00060999999999__.M.K..__Unknown",-0.23222,0.71985,-0.47853,0.64518,0.99929,-4.6164
"X0.987__323.98068000000001__.M.K..__Unknown",-0.16408,-0.15705,-0.47808,0.64549,0.99929,-4.6164
"X0.672__188.03769__.M.H..__w.o.MS2.Unknown..carbon.number.7...PlaSMA.ID.532",-0.3039,-0.11669,-0.47548,0.64725,0.99929,-4.6165
"X3.495__128.1078__.M.H..__w.o.MS2.N.Cyclohexylformamide",-0.41582,0.1342,-0.47485,0.64769,0.99929,-4.6165
"X7.183__250.17766__.M.Na..__w.o.MS2.NCGC00380352.01.5.butyl.4.hydroxy.3.methyl.6..3.methylbut.2.enyl..1H.pyridin.2.one",0.23301,0.03566,0.47308,0.64889,0.99929,-4.6165
"X7.218__193.0891__.M.H..__w.o.MS2.C11H12O3..PlaSMA.ID.584",0.17966,0.18488,0.47021,0.65086,0.99929,-4.6166
"X5.823__253.14127999999999__.M.H..__w.o.MS2.NCGC00169882.02_C14H20O4_.8aR.12S.12aR..12.Hydroxy.4.methyl.4.5.6.7.8.8a.12.12a.octahydro.2H.3.benzoxecine.2.9.1H..dione",0.15231,-0.00086378,0.4676,0.65264,0.99929,-4.6167
"X1.482__113.10822__.M.H..__Unknown",-0.14001,-0.16172,-0.46733,0.65283,0.99929,-4.6167
"X1.008__472.12173000000001__.M.H..__Unknown",0.24524,1.109,0.46457,0.65472,0.99929,-4.6168
"X8.613__379.33453__.M.H..__Unknown",-0.2097,0.76863,-0.46359,0.65539,0.99929,-4.6168
"X1.008__337.05840999999998__.M.K..__w.o.MS2.Velutin",-0.13847,0.76911,-0.45844,0.65893,0.99929,-4.6169
"X3.655__396.15850999999998__.M.H..__w.o.MS2.NCGC00385007.01.methyl.4..1.3.dihydroxy.1..4.hydroxy.3.methoxyphenyl.propan.2.yl.oxy.3.methoxybenzoate",0.55504,-0.19038,0.44835,0.66589,0.99929,-4.6172
"X6.489__540.42609000000004__.M.H..__Unknown",0.33516,-0.82854,0.44702,0.66681,0.99929,-4.6172
"X0.737__276.99448000000001__.M.H..__Unknown",0.36359,1.3969,0.44273,0.66978,0.99929,-4.6173
"X0.72__113.00005__.M.H..__Unknown",-0.14264,-0.13376,-0.43775,0.67324,0.99929,-4.6175
"X6.011__446.26711999999998__.M.H..__Unknown",0.23982,-0.32828,0.43677,0.67392,0.99929,-4.6175
"X0.921__84.04513__.M.H.H2O..__Unknown",-0.094503,-0.6011,-0.43017,0.67851,0.99929,-4.6177
"X0.513__265.01522999999997__.M.CH3OH.H..__Unknown",0.56555,0.085193,0.42536,0.68188,0.99929,-4.6178
"X0.928__183.91463999999999__.M.H..__Unknown",-0.33071,0.27699,-0.42529,0.68193,0.99929,-4.6178
"X3.087__106.06570000000001__.M.H..__w.o.MS2.3.Methylthiopropylamine",-0.13998,0.088997,-0.42319,0.68339,0.99929,-4.6178
"X0.58__122.92574__.M.H..__Unknown",0.11309,0.10545,0.42292,0.68358,0.99929,-4.6179
"X5.942__435.21643__.M.K..__w.o.MS2.76.25.5",0.3469,0.38831,0.42282,0.68365,0.99929,-4.6179
"X3.859__160.04425000000001__.M.H..__w.o.MS2.Brompheniramine",-0.17908,0.19259,-0.42261,0.6838,0.99929,-4.6179
"X0.514__166.96071000000001__.M.H..__Unknown",-0.35578,-0.61726,-0.41689,0.68781,0.99929,-4.618
"X4.648__350.11606__.M.2H.2.__w.o.MS2.MMV688889",-0.83815,-0.67357,-0.41624,0.68827,0.99929,-4.618
"X3.78__183.06880000000001__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.514",-0.15453,-0.18824,-0.41037,0.69239,0.99929,-4.6182
"X4.943__241.11547999999999__.M.H..__w.o.MS2.Dictazoline.E",-0.091965,0.029976,-0.39816,0.70101,0.99929,-4.6185
"X2.433__188.07315__.M.H..__w.o.MS2.MLS001048891.01.methyl.quinoline.2.carboxylate",-0.12403,0.12268,-0.39611,0.70246,0.99929,-4.6185
"X4.517__197.08624__.M.H..__w.o.MS2..MLS002207182.01.2..Hydroxy.4..6..dimethoxyacetophenone90.24.4.",0.12045,-0.23433,0.39268,0.70489,0.99929,-4.6186
"X2.958__169.07578000000001__.M.H..__w.o.MS2.Norharman..PlaSMA.ID.382",-0.15173,0.11992,-0.39158,0.70568,0.99929,-4.6186
"X0.802__234.05477999999999__.M.H..__Unknown",0.98509,-4.8364,0.38728,0.70873,0.99929,-4.6187
"X7.219__311.25344999999999__.M.H..__w.o.MS2.NCGC00385642.01.1.4.dihydroxyheptadec.16.en.2.yl.acetate",0.16068,0.4075,0.38585,0.70975,0.99929,-4.6187
"X0.728__199.01794000000001__.M.K..__w.o.MS2.PUTRESCINE.DIHYDROCHLORIDE",-0.17891,1.0203,-0.3857,0.70985,0.99929,-4.6187
"X0.981__96.007580000000004__.M.H..__Unknown",-0.094452,0.0023277,-0.38279,0.71192,0.99929,-4.6188
"X2.433__142.06618__.M.H..__w.o.MS2.5.Hydroxymethylcytosine",-0.12813,0.053299,-0.3823,0.71227,0.99929,-4.6188
"X4.288__381.20364000000001__.M.H..__w.o.MS2.2..2.hydroxy.6.methylhept.5.en.2.yl..7..3.methylbut.2.enyl..2.3.dihydro.1.benzofuran.5.carboxylic.acid",1.1079,0.61546,0.375,0.71748,0.99929,-4.619
"X4.653__377.07898__.M.2H.2.__w.o.MS2.Chlorogenic.acid",0.12943,0.17466,0.3727,0.71913,0.99929,-4.619
"X1.999__103.05457__.M.H..__w.o.MS2.Unknown..carbon.number.8...PlaSMA.ID.16",-0.10433,-0.40664,-0.37142,0.72004,0.99929,-4.6191
"X1.937__146.06014999999999__.M.H..__w.o.MS2.4.Hydroxyquinoline..PlaSMA.ID.180",-0.10936,0.13075,-0.3687,0.722,0.99929,-4.6191
"X3.12__202.18088__.M.H..__Unknown",0.13061,-0.1137,0.36778,0.72265,0.99929,-4.6191
"X0.591__138.06654__.M.H.H2O..__w.o.MS2.MLS001148230.01.......Chlorpheniramine.maleate.salt",-0.085168,-0.002006,-0.36484,0.72476,0.99929,-4.6192
"X1__412.97314__.M.K..__Unknown",0.18258,0.38834,0.36307,0.72603,0.99929,-4.6192
"X0.428__136.93093999999999__.M.H..__Unknown",-0.18569,0.32269,-0.36214,0.7267,0.99929,-4.6193
"X2.197__144.04822999999999__.M.H..__w.o.MS2.4.Methyl.5.thiazoleethanol",-0.10671,0.16044,-0.35627,0.73092,0.99929,-4.6194
"X0.605__364.05880999999999__.M.H..__w.o.MS2.Guanosine.5..monophosphate..LC.ESI.QTOF..MS2..CE",0.20191,0.17913,0.3541,0.73249,0.99929,-4.6194
"X7.123__365.34528__.M.H..__w.o.MS2.Heneicosanoic.acid..21.0.",-0.33935,1.074,-0.35006,0.7354,0.99929,-4.6195
"X0.579__413.96123999999998__.M.H..__Unknown",0.16914,-0.14778,0.34854,0.7365,0.99929,-4.6196
"X6.606__462.30016999999998__.M.H..__Unknown",0.16884,-0.2754,0.34621,0.73818,0.99929,-4.6196
"X1.01__91.021559999999994__.M.CH3OH.H..__Unknown",-0.10751,0.093871,-0.34334,0.74026,0.99929,-4.6197
"X6.812__336.32754999999997__.M.H.H2O..__Unknown",0.92629,-5.9092,0.34225,0.74105,0.99929,-4.6197
"X0.878__72.080569999999994__.M.H..__w.o.MS2.Pyrrolidine..CE0..RWRDLPDLKQPQOW.UHFFFAOYSA.N",0.10551,-0.54685,0.33346,0.74743,0.99929,-4.6199
"X6.03__326.37839000000002__.M.H..__Unknown",-0.1707,-2.0615,-0.33108,0.74916,0.99929,-4.6199
"X0.58__448.02573000000001__.M.H..__Unknown",-0.16983,0.12397,-0.3208,0.75665,0.99929,-4.6201
"X6.138__299.16370000000001__.M.H..__w.o.MS2.MLS002154028.01.Trimeprazine.tartrate4330.99.8",-0.26737,-0.43633,-0.31259,0.76265,0.99929,-4.6203
"X2.245__220.11882__.M.H..__w.o.MS2.Cis.Zeatin..LC.ESI.ITFT..MS2..CE.44.0.eV...M.H..",-0.12571,-0.01328,-0.30974,0.76474,0.99929,-4.6203
"X6.063__347.14053000000001__.M.Na..__w.o.MS2.N..3.4.dimethoxyphenethyl..1H.indole.3.carboxamide",0.092865,-0.15914,0.30917,0.76515,0.99929,-4.6203
"X0.666__219.02705__.M.K..__w.o.MS2.THEOBROMINE",-0.32267,0.80825,-0.30121,0.77099,0.99929,-4.6205
"X1.584__133.03191000000001__.M.H..__Unknown",-0.098991,0.18422,-0.29231,0.77755,0.99929,-4.6206
"X0.577__397.98815999999999__.M.H..__Unknown",-0.11765,-0.44954,-0.29016,0.77913,0.99929,-4.6207
"X0.581__345.97512999999998__.M.H..__Unknown",0.084188,0.099128,0.28648,0.78185,0.99929,-4.6207
"X1.084__182.08507__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.511",-0.076405,-1.045,-0.28539,0.78265,0.99929,-4.6208
"X6.341__312.37142999999998__.M.H..__Unknown",-0.10676,-0.11585,-0.28523,0.78277,0.99929,-4.6208
"X1.153__163.01883000000001__.M.H..__Unknown",0.19474,0.2687,0.28001,0.78663,0.99929,-4.6208
"X0.725__116.07121__.M.H..__L.....Proline..LC.ESI.QTOF..MS2..CE",0.1344,-2.5181,0.27953,0.78698,0.99929,-4.6209
"X2.63__350.11748999999998__.M.H..__w.o.MS2.Ampicillin..LC.ESI.QTOF..MS2..CE",-0.091843,0.2961,-0.27895,0.78741,0.99929,-4.6209
"X0.982__113.03634__.M.H..__Uracil..CE10..ISAKRJDGNUQOIC.UHFFFAOYSA.N",-0.067237,-0.033982,-0.27481,0.79048,0.99929,-4.6209
"X4.884__225.11256__.M.H..__w.o.MS2..E.2S.3R..5..3.hydroxy.2..hydroxymethyl.phenyl.pent.4.ene.2.3.diol",0.13075,-0.099107,0.27295,0.79186,0.99929,-4.621
"X1.631__175.08632__.M.H..__w.o.MS2.Unknown..carbon.number.8...PlaSMA.ID.417",-0.18317,-0.18427,-0.27123,0.79314,0.99929,-4.621
"X1.459__263.19690000000003__.M.H..__w.o.MS2.7..2.hydroxypropan.2.yl..1.4a.dimethyl.2.3.4.5.6.7.8.8a.octahydronaphthalen.1.ol",-0.098759,0.24228,-0.26985,0.79416,0.99929,-4.621
"X0.575__507.05077999999997__.M.K..__w.o.MS2.ginnalin.A",-0.096639,-0.14364,-0.26969,0.79428,0.99929,-4.621
"X1.082__138.09088__.M.H..__w.o.MS2.Unknown..carbon.number.8...PlaSMA.ID.137",0.11685,-0.043363,0.26928,0.79458,0.99929,-4.621
"X6.539__347.10516000000001__.M.H..__w.o.MS2.Oryzalin",-0.37862,0.66387,-0.26456,0.79809,0.99929,-4.6211
"X1.685__176.07056__.M.H..__w.o.MS2.3.Indoleacetic.acid..CE0..SEOVTRFCIGRIMH.UHFFFAOYSA.N",0.12191,-0.46867,0.2611,0.80067,0.99929,-4.6212
"X5.679__207.6095__.M.H..__Unknown",-0.073927,-0.036689,-0.26021,0.80132,0.99929,-4.6212
"X0.615__256.00081999999998__.M.H..__w.o.MS2.methyl.2...2.3.dihydroxybenzoyl.amino..3.hydroxypropanoate",0.14701,0.023374,0.2596,0.80178,0.99929,-4.6212
"X0.986__168.99323999999999__.M.H..__w.o.MS2.Phosphoenolpyruvic.acid",0.12176,-0.12339,0.25925,0.80204,0.99929,-4.6212
"X7.121__394.34579000000002__.M.H..__Unknown",0.10833,-1.5151,0.25699,0.80373,0.99929,-4.6212
"X5.061__422.17282__.M.H..__w.o.MS2..MLS001141386.01..2S..2..3...10aS..1.3.dioxo.10.10a.dihydro.5H.imidazo.1.5.b.isoquinolin.2.yl.propanoylamino..3.phenylpropanoic.acid.",-0.48598,-1.3447,-0.25428,0.80575,0.99929,-4.6213
"X4.402__248.14191__.M.H..__w.o.MS2.12.Cytisineacetamide",-0.17198,0.21957,-0.25009,0.80887,0.99929,-4.6213
"X6.062__249.18491__.M.H..__w.o.MS2.NCGC00380110.01_C16H26O3_1.Propanone..3.hydroxy.1...1R.2R.4aR.6S.8aS..1.2.4a.5.6.7.8.8a.octahydro.2.hydroxy.1.2.6.trimethyl.1.naphthalenyl..",0.13525,0.06203,0.24715,0.81106,0.99929,-4.6214
