"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"X0.581__233.99332000000001__.M.K..__Unknown",-0.36042,0.60394,-1.2298,0.2508,0.62737,-4.7673
"X4.943__241.11547999999999__.M.H..__w.o.MS2.Dictazoline.E",0.22433,0.086647,1.2183,0.25492,0.62737,-4.7775
"X5.271__207.09741__.M.H..__w.o.MS2.3.methyl.6..2.methylpropyl.piperazine.2.5.dione",-0.36071,-0.66868,-1.2141,0.25644,0.62737,-4.7812
"X1.011__77.006039999999999__.M.H..__Unknown",-0.27296,-0.0043091,-1.2121,0.25717,0.62737,-4.7829
"X2.433__205.0983__.M.H..__Tryptophan..LC.ESI.QTOF..MS2..CE",-0.21925,0.2052,-1.2074,0.25888,0.62737,-4.787
"X6.536__315.15991000000002__.M.Na..__w.o.MS2.Safranin..LC.ESI.QTOF..MS2..CE",1.9803,-2.6318,1.202,0.26086,0.62737,-4.7918
"X5.97__318.29723999999999__.M.H..__w.o.MS2.Phytosphingosine..not.validated..isomer.of.1696...PlaSMA.ID.1697",0.57623,-0.35281,1.2018,0.26093,0.62737,-4.7919
"X0.615__256.00081999999998__.M.H..__w.o.MS2.methyl.2...2.3.dihydroxybenzoyl.amino..3.hydroxypropanoate",0.40196,0.027137,1.2013,0.26111,0.62737,-4.7924
"X4.578__264.23361__.M.H..__w.o.MS2.NCGC00385952.01_C15H26O_1.7.Dimethyl.7..4.methyl.3.penten.1.yl.bicyclo.2.2.1.heptan.2.ol",0.56335,0.80063,1.1917,0.26469,0.62737,-4.8008
"X3.685__190.05157__.M.H..__w.o.MS2.Kynurenic.acid..not.validated...PlaSMA.ID.553",0.55719,0.52726,1.1903,0.26519,0.62737,-4.8019
"X0.662__296.06558__.M.K..__w.o.MS2.9.Methoxy.2.2.dimethyl.2.6.dihydro.pyrano.3.2.c.quinolin.5.one",-1.2105,0.49104,-1.1896,0.26547,0.62737,-4.8026
"X8.902__311.25742000000002__.M.H..__w.o.MS2.NCGC00385642.01.1.4.dihydroxyheptadec.16.en.2.yl.acetate",-0.44739,-0.42426,-1.1859,0.26686,0.62737,-4.8058
"X0.58__329.99657999999999__.M.H..__Unknown",0.29207,-0.27008,1.1837,0.26766,0.62737,-4.8077
"X5.839__259.13198999999997__.M.H..__w.o.MS2.2.methoxy.5.methyl.3..2.methylbut.3.en.2.yl.chromen.4.one",2.5732,-1.6519,1.1751,0.27092,0.63082,-4.8151
"X4.402__248.14191__.M.H..__w.o.MS2.12.Cytisineacetamide",-0.79107,0.16283,-1.1723,0.27198,0.63082,-4.8175
"X1.008__357.02609000000001__.M.H.H2O..__w.o.MS2..E..1.4.bis.4.hydroxy.3.methoxyphenyl..2.3.dimethylbut.2.ene.1.4.dione",-0.40466,-0.011754,-1.1602,0.27663,0.63827,-4.8279
"X6.676__485.12228__.M.Na..__Hispiduloside",0.9751,-5.4074,1.1477,0.2815,0.64613,-4.8386
"X2.672__136.06525__.M.H..__Adenine..LC.ESI.QTOF..MS2..CE",0.98831,-0.46735,1.1355,0.28629,0.65196,-4.8488
"X0.579__413.96123999999998__.M.H..__Unknown",0.25888,-0.078586,1.1322,0.28759,0.65196,-4.8516
"X1.013__63.006399999999999__.M.H..__Unknown",-0.32973,-0.20098,-1.1301,0.28845,0.65196,-4.8534
"X6.552__325.22548999999998__.M.H..__w.o.MS2.quinine",0.68313,-0.17879,1.1261,0.29002,0.65219,-4.8567
"X2.993__160.13328999999999__.M.H..__w.o.MS2.4.aminovaleric.acid.betaine..CE0..RXHVPPWXTMHWGY.UHFFFAOYSA.N",0.41789,-0.26443,1.1157,0.29422,0.65381,-4.8654
"X6.191__296.22397000000001__.M.H..__w.o.MS2.Unknown..carbon.number.17...PlaSMA.ID.1530",-0.48756,-0.17322,-1.1135,0.29512,0.65381,-4.8672
"X1.459__220.07642000000001__.M.H..__w.o.MS2.O.SUCCINYL.L.HOMOSERINE",-0.47315,-0.52839,-1.1134,0.29518,0.65381,-4.8673
"X7.028__320.24691999999999__.M.H..__Unknown",-0.55842,0.012821,-1.1053,0.29848,0.65784,-4.874
"X5.457__228.19637__.M.H..__Unknown",-0.34545,0.055228,-1.0966,0.30205,0.65982,-4.8812
"X1.009__517.02832000000001__.M.K..__w.o.MS2.Isorhamnetin.3.galactoside",-0.80029,-0.31586,-1.093,0.30354,0.65982,-4.8841
"X6.781__337.24032999999997__.M.H..__w.o.MS2.bis.2..pyridin.3.yl.piperidin.1.yl.methane",-0.45899,0.20803,-1.0883,0.30549,0.65982,-4.8879
"X3.087__305.09694999999999__.M.H..__w.o.MS2.N.Acetyl.Asp.Glu",0.37263,0.32473,1.0812,0.3085,0.65982,-4.8938
"X3.853__220.09952999999999__.M.H..__w.o.MS2.Aniracetam",-0.55329,-1.3745,-1.0777,0.30995,0.65982,-4.8966
"X0.717__157.06164999999999__.M.H.H2O..__Unknown",0.82275,-0.15283,1.0755,0.3109,0.65982,-4.8984
"X0.802__234.05477999999999__.M.H..__Unknown",0.91243,-0.060514,1.0699,0.31326,0.65982,-4.9029
"X2.614__180.13856999999999__.M.H..__w.o.MS2.MEX_180.1383_11.9",-0.45507,-0.25861,-1.0698,0.31331,0.65982,-4.903
"X3.855__247.10905__.M.H..__w.o.MS2.MLS001066362.01.N.Acetyl.D.tryptophan",-0.81262,0.003814,-1.0684,0.31391,0.65982,-4.9041
"X4.771__392.11380000000003__.M.2H.2.__w.o.MS2..MLS001140588.01.N..3..3.4.dimethoxyphenyl..4.oxochromen.2.yl.furan.2.carboxamide.",-0.41343,0.017616,-1.0655,0.31515,0.65982,-4.9065
"X6.698__371.10924999999997__.M.H..__w.o.MS2.Chelerythrine",0.79458,-5.3615,1.0562,0.31916,0.65982,-4.9139
"X3.846__396.1626__.M.H..__w.o.MS2.NCGC00385007.01.methyl.4..1.3.dihydroxy.1..4.hydroxy.3.methoxyphenyl.propan.2.yl.oxy.3.methoxybenzoate",-0.54917,-0.067571,-1.0508,0.32151,0.65982,-4.9183
"X6.866__303.23259999999999__.M.H..__w.o.MS2.Kaurenic.acid",-0.40176,-0.32813,-1.0478,0.3228,0.65982,-4.9206
"X1.459__263.04498000000001__.M.H..__w.o.MS2.Cadaverine.Tartrate",0.31621,-0.22625,1.0455,0.32378,0.65982,-4.9224
"X0.603__246.18407999999999__.M.H..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.1031",0.40924,0.1439,1.0419,0.32536,0.65982,-4.9253
"X2.434__243.05409__.M.K..__w.o.MS2.TRYPTOPHAN",-0.25697,0.032574,-1.0415,0.32553,0.65982,-4.9256
"X6.847__307.20605__.M.Na..__w.o.MS2..1R.3S.5S..8.methyl.8.azabicyclo.3.2.1.octan.3.yl.3.hydroxy.2.phenylpropanoate",0.93107,0.16015,1.0405,0.32599,0.65982,-4.9264
"X0.705__74.096680000000006__.M.H..__w.o.MS2.Butylamine",0.25517,0.18669,1.04,0.32619,0.65982,-4.9268
"X5.823__253.14127999999999__.M.H..__w.o.MS2.NCGC00169882.02_C14H20O4_.8aR.12S.12aR..12.Hydroxy.4.methyl.4.5.6.7.8.8a.12.12a.octahydro.2H.3.benzoxecine.2.9.1H..dione",0.26366,-0.29435,1.0289,0.33109,0.6649,-4.9355
"X1.146__115.02448__.M.H..__w.o.MS2.5.Fluro.2.pyrimidone",-0.29446,-0.2343,-1.027,0.33195,0.6649,-4.937
"X7.181__362.30333999999999__.M.H..__w.o.MS2.NCGC00386000.01.3.pentadecylbenzene.1.2.diol",-0.39431,0.5481,-1.0231,0.33371,0.6649,-4.9401
"X3.088__372.10061999999999__.M.Na..__w.o.MS2.Berberine.hydrochloride",0.8163,0.69458,1.019,0.33554,0.6649,-4.9433
"X1.719__168.95728__.M.H..__Unknown",0.78994,-1.3025,1.0175,0.3362,0.6649,-4.9444
"X1.009__419.05493000000001__.M.Na..__Unknown",-0.43688,0.18105,-0.97727,0.35466,0.69829,-4.9753
"X4.08__251.08992000000001__.M.H..__w.o.MS2.NCGC00179979.02.6..3.hydroxybutan.2.yl..5..hydroxymethyl..4.methoxypyran.2.one",0.32619,-0.38997,0.97099,0.35761,0.6989,-4.98
"X1.009__104.05304__.M.H..__Unknown",0.3381,-0.40039,0.9699,0.35813,0.6989,-4.9809
"X6.116__356.35174999999998__.M.H..__Unknown",-0.68627,-0.5577,-0.96521,0.36034,0.69946,-4.9844
"X8.933__381.35046__.M.H..__w.o.MS2.Brassicasterol..LC.APPI.QQ..MS2..CE",0.4643,-0.90883,0.96261,0.36157,0.69946,-4.9863
"X3.089__388.07407000000001__.M.K..__Unknown",-2.0898,-0.93101,-0.95929,0.36315,0.69946,-4.9888
"X8.786__561.46898999999996__.M.Na..__Unknown",-1.7131,-3.0016,-0.9467,0.36919,0.70718,-4.9981
"X5.415__369.20459__.M.H..__w.o.MS2..1R.4aS.10aR..7..2.hydroxypropan.2.yl..1.4a.dimethyl.9.oxo.3.4.10.10a.tetrahydro.2H.phenanthrene.1.carboxylic.acid",-0.33678,-0.47526,-0.94416,0.37041,0.70718,-5
"X6.194__277.18047999999999__.M.H..__w.o.MS2.6.Shogaol",-0.25947,-0.86317,-0.94098,0.37195,0.70718,-5.0023
"X2.081__100.07629__.M.H..__w.o.MS2.Unknown..carbon.number.5...PlaSMA.ID.14",0.49275,-1.3453,0.9358,0.37447,0.70893,-5.0061
"X0.575__507.05077999999997__.M.K..__w.o.MS2.ginnalin.A",0.3401,-0.24079,0.9238,0.38035,0.71063,-5.0148
"X7.534__533.21123999999998__.M.H..__Unknown",-0.74149,0.76258,-0.92246,0.38101,0.71063,-5.0158
"X0.428__136.93093999999999__.M.H..__Unknown",0.52276,-0.9287,0.91986,0.38229,0.71063,-5.0177
"X5.958__332.33548000000002__.M.H..__Unknown",0.87198,0.12557,0.91552,0.38444,0.71063,-5.0208
"X4.166__427.65363000000002__.M.2H.2.__Unknown",-1.1616,-0.34325,-0.91502,0.38469,0.71063,-5.0212
"X5.902__415.21395999999999__.M.H..__w.o.MS2.MMV020623",-0.50641,-0.33676,-0.91442,0.38499,0.71063,-5.0216
"X1.009__355.03084999999999__.M.H..__w.o.MS2.Pinoquercetin",-0.30105,0.046793,-0.90047,0.39197,0.71604,-5.0315
"X5.757__275.16208__.M.H..__w.o.MS2.NCGC00380303.01..E..7.methylidene.10.oxo.4.propan.2.ylundec.5.enoic.acid",-0.28949,-0.53489,-0.89459,0.39493,0.71604,-5.0357
"X1.999__103.05457__.M.H..__w.o.MS2.Unknown..carbon.number.8...PlaSMA.ID.16",-0.21959,0.32053,-0.89427,0.3951,0.71604,-5.0359
"X2.838__384.12860000000001__.M.H..__w.o.MS2.1.hydroxy.4...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxynaphthalene.2.carboxylic.acid",0.68345,-0.47849,0.89357,0.39545,0.71604,-5.0364
"X0.72__161.07374999999999__.M.H..__w.o.MS2.MLS001048867.01.1H.indole.3.carboxamide",-1.839,-3.3488,-0.89248,0.396,0.71604,-5.0372
"X3.013__164.14410000000001__.M.H..__Unknown",-0.78062,-1.6766,-0.88638,0.3991,0.71803,-5.0415
"X3.089__160.04459__.M.H..__w.o.MS2.Brompheniramine",-0.18371,0.022072,-0.88229,0.40119,0.71803,-5.0443
"X4.557__376.13256999999999__.M.H..__w.o.MS2.BEZ.M",1.0268,-1.956,0.88078,0.40197,0.71803,-5.0454
"X0.737__276.99448000000001__.M.H..__Unknown",0.88817,-0.99693,0.87735,0.40373,0.71828,-5.0477
"X1.459__154.08447000000001__.M.Na..__w.o.MS2.Dopamine..CE0..VYFYYTLLBUKUHU.UHFFFAOYSA.N",0.26748,0.13596,0.87171,0.40664,0.72056,-5.0517
"X0.593__294.02681999999999__.M.H..__Unknown",0.23666,-0.099743,0.86639,0.40939,0.72255,-5.0553
"X7.361__379.31157999999999__.M.H..__w.o.MS2.monoolein",0.92392,-0.71257,0.86127,0.41205,0.72437,-5.0588
"X7.218__193.0891__.M.H..__w.o.MS2.C11H12O3..PlaSMA.ID.584",0.48294,-0.062997,0.85509,0.41529,0.72716,-5.063
"X0.859__98.984960000000001__.M.H..__Unknown",0.53202,-0.26056,0.83812,0.42425,0.7388,-5.0745
"X3.859__160.04425000000001__.M.H..__w.o.MS2.Brompheniramine",-0.22166,0.30335,-0.83569,0.42555,0.7388,-5.0761
"X3.686__212.03371999999999__.M.Na..__w.o.MS2.alpha.cyano.4.hydroxycinnamic.acid..MALDI.TOFTOF..MS2..CE",-0.19305,0.26452,-0.83309,0.42694,0.7388,-5.0778
"X6.807__400.16843__.M.K..__w.o.MS2.colchicine",0.57209,-1.3474,0.82146,0.43318,0.74669,-5.0855
"X1__412.97314__.M.K..__Unknown",-0.375,0.62431,-0.81603,0.43612,0.74856,-5.0891
"X7.018__282.23043999999999__.M.H..__w.o.MS2.MLS001148462.01.alverine",0.40242,0.28069,0.81322,0.43765,0.74856,-5.0909
"X0.671__104.10736__.M.H..__w.o.MS2.Choline..CE0..OEYIOHPDSNJKLS.UHFFFAOYSA.N",-0.49527,0.0011926,-0.80658,0.44126,0.75017,-5.0952
"X4.852__331.22494999999998__.M.H..__w.o.MS2.NCGC00180485.03_C21H32O4_.5beta.8alpha.9beta.10alpha.13alpha..18.Methoxy.18.oxokauran.17.oic.acid",0.14927,-0.15813,0.79963,0.44508,0.75017,-5.0997
"X6.845__352.32128999999998__.M.H..__Unknown",1.1783,-0.28265,0.79825,0.44584,0.75017,-5.1006
"X4.072__163.07662999999999__.M.H..__w.o.MS2.Isosafrole",0.27328,-0.44654,0.78399,0.45373,0.75017,-5.1097
"X0.844__256.08458999999999__.M.H..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.1107",1.0083,-0.56078,0.78214,0.45476,0.75017,-5.1109
"X4.041__207.10066__.M.H..__w.o.MS2.Unknown..carbon.number.12...PlaSMA.ID.706",-0.15662,-0.12225,-0.77823,0.45695,0.75017,-5.1134
"X2.63__350.11748999999998__.M.H..__w.o.MS2.Ampicillin..LC.ESI.QTOF..MS2..CE",-0.42279,-0.4217,-0.7768,0.45775,0.75017,-5.1142
"X7.883__521.38726999999994__.M.H..__Unknown",0.25586,0.1642,0.77355,0.45957,0.75017,-5.1163
"X7.016__350.17809999999997__.M.H..__w.o.MS2.MMV688888",-0.81059,-0.33195,-0.77285,0.45996,0.75017,-5.1167
"X2.433__142.06618__.M.H..__w.o.MS2.5.Hydroxymethylcytosine",-0.14664,0.18472,-0.77213,0.46037,0.75017,-5.1172
"X6.636__469.14159999999998__.M.H..__w.o.MS2.Unknown..carbon.number.20...PlaSMA.ID.2546",0.56006,-1.0499,0.77121,0.46089,0.75017,-5.1178
"X1.458__432.23935__.M.H.H2O..__w.o.MS2.Nakijiquinone.C",0.33126,0.51411,0.77104,0.46099,0.75017,-5.1179
"X0.571__246.03334000000001__.M.Na..__Unknown",0.18059,-0.11018,0.76881,0.46224,0.75017,-5.1193
"X3.088__192.04961__.M.CH3OH.H..__w.o.MS2.Aconitic.Acid",-0.17127,0.2885,-0.76872,0.46229,0.75017,-5.1193
"X7.533__339.29074000000003__.M.H..__Unknown",-0.222,0.30629,-0.7589,0.46785,0.75641,-5.1254
"X8.613__379.33453__.M.H..__Unknown",-0.48737,-0.41827,-0.75395,0.47067,0.75821,-5.1284
"X1.574__146.06030000000001__.M.H..__w.o.MS2.4.Hydroxyquinoline..PlaSMA.ID.180",0.45468,0.34609,0.74826,0.47392,0.76068,-5.1319
"X1.913__184.16908000000001__.M.H..__Unknown",0.15978,-0.192,0.73502,0.48155,0.77013,-5.1399
"X7.533__371.32468__.M.H..__Unknown",-0.19111,0.34563,-0.72685,0.48629,0.77492,-5.1448
"X6.03__326.37839000000002__.M.H..__Unknown",0.609,-1.3675,0.71708,0.49201,0.77853,-5.1505
"X0.685__85.028310000000005__.M.H..__w.o.MS2.Unknown..carbon.number.4...PlaSMA.ID.2",-1.0275,1.4467,-0.71253,0.49468,0.77853,-5.1532
"X0.582__284.00042999999999__.M.Na..__Unknown",0.2061,-0.44319,0.71182,0.4951,0.77853,-5.1536
"X1.153__163.01883000000001__.M.H..__Unknown",0.24255,-0.11081,0.70955,0.49645,0.77853,-5.1549
"X0.986__168.99323999999999__.M.H..__w.o.MS2.Phosphoenolpyruvic.acid",-0.17289,0.025578,-0.70798,0.49737,0.77853,-5.1558
"X1.223__176.96213__.M.H..__Unknown",0.58804,-0.26044,0.70505,0.4991,0.77853,-5.1575
"X4.92__336.21679999999998__.M.H..__Unknown",0.359,0.43599,0.70063,0.50173,0.77988,-5.1601
"X0.666__280.09488__.M.Na..__w.o.MS2.9.Methoxy.2.2.dimethyl.2.6.dihydro.pyrano.3.2.c.quinolin.5.one",-0.61248,-0.32319,-0.69342,0.50603,0.78028,-5.1642
"X4.339__514.21056999999996__.M.H..__w.o.MS2.4..7.acetyloxy.5.chloro.3...1E.3E..3.5.dimethylhepta.1.3.dienyl..7.methyl.6.8.dioxoisoquinolin.2.yl.butanoic.acid",-0.84769,0.0054076,-0.692,0.50687,0.78028,-5.165
"X6.271__328.31873000000002__.M.H..__w.o.MS2.Stearoyl.Ethanolamide",-0.42568,0.61616,-0.69024,0.50793,0.78028,-5.166
"X2.958__169.07578000000001__.M.H..__w.o.MS2.Norharman..PlaSMA.ID.382",-0.12851,0.17259,-0.68839,0.50903,0.78028,-5.1671
"X0.581__345.97512999999998__.M.H..__Unknown",-0.18596,0.094228,-0.68343,0.51202,0.78059,-5.1699
"X6.81__392.30063000000001__.M.K..__Unknown",0.39205,0.80736,0.68219,0.51276,0.78059,-5.1706
"X2.432__144.08080000000001__.M.H..__w.o.MS2.1.Naphthylamine",-0.12051,0.057357,-0.67158,0.51917,0.78594,-5.1765
"X0.514__198.94175999999999__.M.H..__Unknown",-0.47096,-0.77319,-0.66887,0.52082,0.78594,-5.178
"X0.672__188.03769__.M.H..__w.o.MS2.Unknown..carbon.number.7...PlaSMA.ID.532",0.21982,-0.21736,0.6676,0.52159,0.78594,-5.1787
"X5.905__437.19528000000003__.M.Na..__w.o.MS2.NCGC00384865.01.5.hydroxy.7..4.hydroxy.2.methoxy.3..3.methylbut.2.enyl.phenyl..2.2.dimethyl.7.8.dihydropyrano.3.2.g.chromen.6.one",1.0198,0.504,0.66322,0.52426,0.78728,-5.1811
"X1.456__132.10356__.M.H..__Leucine",-0.12888,0.13936,-0.65436,0.52969,0.79275,-5.1859
"X0.58__429.93588__.M.H..__Unknown",-0.21295,0.32211,-0.65073,0.53192,0.7929,-5.1879
"X7.068__523.32488999999998__.M.Na..__w.o.MS2.4...5..5.hydroxy.3.....2Z..2.methylbut.2.enoyl.oxy.methyl.pentyl..8a..hydroxymethyl..5.6.dimethyl.3.4.4a.5.6.7.8.8a.octahydronaphthalen.1.yl.methoxy..4.oxobutanoic.acid",-0.30442,0.062802,-0.64838,0.53337,0.7929,-5.1891
"X2.432__117.05843__.M.H..__w.o.MS2.Ketoisovaleric.acid",-0.1149,0.062596,-0.63999,0.53856,0.79396,-5.1936
"X1.457__414.08483999999999__.M.H..__Unknown",-0.35076,0.041597,-0.63978,0.53869,0.79396,-5.1937
"X6.442__411.09656__.M.Na..__Unknown",-0.42087,-4.0794,-0.63499,0.54167,0.79396,-5.1963
"X1.29__165.05426__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.333",0.35093,0.2585,0.63338,0.54267,0.79396,-5.1971
"X1.009__172.0412__.M.Na..__w.o.MS2.p.Toluenesulfonamide",0.13887,0.073215,0.63278,0.54305,0.79396,-5.1974
"X0.605__364.05880999999999__.M.H..__w.o.MS2.Guanosine.5..monophosphate..LC.ESI.QTOF..MS2..CE",-0.22333,0.43448,-0.62215,0.5497,0.80085,-5.203
"X6.341__312.37142999999998__.M.H..__Unknown",0.18665,-0.25172,0.61948,0.55138,0.80085,-5.2043
"X6.616__385.17764__.M.H..__w.o.MS2..4aR..5.hydroxy.6.methoxy.1.1.dimethyl.7.propan.2.yl.2.3.4.9.10.10a.hexahydrophenanthrene.4a.carboxylic.acid",-0.24835,0.58945,-0.6134,0.55521,0.80379,-5.2075
"X0.738__228.96952999999999__.M.H..__Unknown",-0.25503,0.030689,-0.59561,0.56651,0.81486,-5.2164
"X0.84__204.12270000000001__.M.H..__w.o.MS2.Acetylcarnitine",-0.43477,-0.25304,-0.59188,0.5689,0.81486,-5.2183
"X7.533__373.23192999999998__.M.H..__w.o.MS2.5..5.methoxycarbonyl.5.8a.dimethyl.2.methylidene.3.4.4a.6.7.8.hexahydro.1H.naphthalen.1.yl..3.methylpentanoic.acid",0.25575,0.41397,0.5904,0.56985,0.81486,-5.219
"X4.494__214.08488__.M.H..__w.o.MS2.MLS002153472.01.N.Phenylanthranilic.acid91.40.7",0.39564,-0.61337,0.58302,0.57459,0.81486,-5.2226
"X3.092__434.07135__.M.H..__w.o.MS2.MMV676528",0.38617,0.56689,0.58266,0.57482,0.81486,-5.2228
"X1.164__186.99564000000001__.M.H..__w.o.MS2.D.....3.PHOSPHOGLYCERIC.ACID",0.32005,0.2045,0.58213,0.57516,0.81486,-5.2231
"X6.691__228.24010999999999__.M.H..__Unknown",-0.12442,-0.35787,-0.58123,0.57574,0.81486,-5.2235
"X0.579__367.96352999999999__.M.K..__Unknown",0.21384,-0.14919,0.57754,0.57812,0.81563,-5.2253
"X1.458__366.00011999999998__.M.H..__Unknown",-0.5432,-0.20277,-0.56309,0.5875,0.82257,-5.2322
"X4.291__146.06102000000001__.M.H.H2O..__w.o.MS2.4.Hydroxyquinoline..PlaSMA.ID.180",-0.18603,-0.87492,-0.5614,0.5886,0.82257,-5.233
"X5.458__250.17918__.M.Na..__w.o.MS2.NCGC00380352.01.5.butyl.4.hydroxy.3.methyl.6..3.methylbut.2.enyl..1H.pyridin.2.one",-0.1744,0.0062896,-0.55892,0.59022,0.82257,-5.2342
"X6.422__317.13222999999999__.M.H..__w.o.MS2.2.morpholino.7H.naphtho.1.2.3.de.quinolin.7.one",0.75386,-0.3962,0.55855,0.59047,0.82257,-5.2344
"X1.584__133.03191000000001__.M.H..__Unknown",-0.2867,-0.52138,-0.55335,0.59387,0.82472,-5.2368
"X1.361__221.09215__.M.H..__w.o.MS2.5.Hydroxytryptophan",0.15702,0.64256,0.53574,0.60548,0.83597,-5.2449
"X1.629__130.06524999999999__.M.H..__w.o.MS2.Indole.3.carbinol..LC.ESI.QTOF..MS2..CE",1.3428,-0.9199,0.53533,0.60575,0.83597,-5.245
"X1.632__177.95822000000001__.M.H..__Unknown",-0.30184,-0.40503,-0.51082,0.62211,0.8553,-5.2559
"X3.754__557.22240999999997__.M.H..__Unknown",-0.74877,-1.833,-0.50858,0.62361,0.8553,-5.2568
"X5.68__435.33566000000002__.M.H..__w.o.MS2.Unknown..carbon.number.30...PlaSMA.ID.2370",0.46274,-2.0475,0.50298,0.62739,0.85781,-5.2592
"X6.681__521.32281__.M.H..__w.o.MS2.Poricoic.acid.A",0.59416,-0.95456,0.49834,0.63052,0.85945,-5.2612
"X3.095__162.03931__.M.H..__Unknown",0.18799,-0.27515,0.49503,0.63276,0.85986,-5.2626
"X7.368__347.29885999999999__.M.H..__w.o.MS2.3...Z..heptadec.10.enyl.benzene.1.2.diol",0.35602,-0.29823,0.48935,0.63662,0.86245,-5.265
"X7.034__351.32303000000002__.M.H..__Unknown",-0.66095,-0.73834,-0.48591,0.63896,0.86299,-5.2664
"X6.442__427.07104__.M.K..__Unknown",-0.31627,-4.0902,-0.47984,0.6431,0.86594,-5.2689
"X5.678__376.26067999999998__.M.H..__Unknown",-0.89582,-2.7673,-0.47157,0.64876,0.86858,-5.2722
"X1.088__177.94945__.M.H..__Unknown",0.33064,-0.65659,0.46917,0.65041,0.86858,-5.2732
"X2.262__120.04451__.M.H..__Unknown",0.11657,-0.0059235,0.46467,0.65351,0.86858,-5.275
"X1.082__138.09088__.M.H..__w.o.MS2.Unknown..carbon.number.8...PlaSMA.ID.137",-0.10563,-0.4743,-0.46253,0.65498,0.86858,-5.2758
"X0.98__70.029150000000001__.M.H..__w.o.MS2.Oxazol",-0.11557,0.050475,-0.46089,0.65611,0.86858,-5.2765
"X0.58__122.92574__.M.H..__Unknown",0.12513,-0.052745,0.45985,0.65683,0.86858,-5.2769
"X1.084__182.08507__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.511",0.19732,0.24683,0.44977,0.66381,0.87342,-5.2808
"X0.68__446.15996999999999__.M.H..__w.o.MS2.MLS001158243.01.N..2.hydroxy.2.phenylethyl..2..4..4.methoxyphenyl..2.oxochromen.7.yl.oxyacetamide",-0.46558,-1.4371,-0.44886,0.66443,0.87342,-5.2811
"X6.14__286.32269000000002__.M.H..__Unknown",0.13225,-0.0034898,0.43931,0.67108,0.87955,-5.2847
"X5.942__435.21643__.M.K..__w.o.MS2.76.25.5",0.27933,-0.73787,0.42484,0.6812,0.88538,-5.2901
"X0.482__112.11212999999999__.M.H..__Unknown",0.64218,3.5748,0.42376,0.68196,0.88538,-5.2905
"X1.008__87.02569__.M.H..__Unknown",-0.077607,0.036296,-0.42303,0.68247,0.88538,-5.2907
"X2.511__132.10147000000001__.M.H..__w.o.MS2.Leucine",-0.18959,-0.41885,-0.42154,0.68352,0.88538,-5.2913
"X5.824__227.16176999999999__.M.H..__w.o.MS2.NCGC00381386.01.2..7.hydroxy.6.methyloctyl..2H.furan.5.one",0.14162,-0.46074,0.4166,0.687,0.88729,-5.2931
"X6.291__293.21749999999997__.M.H..__w.o.MS2.Unknown..carbon.number.18...PlaSMA.ID.1487",0.16042,0.23123,0.40536,0.69494,0.89494,-5.297
"X7.121__394.34579000000002__.M.H..__Unknown",-0.32543,-2.8309,-0.39859,0.69974,0.89851,-5.2993
"X7.36__395.28656000000001__.M.H..__w.o.MS2.Conessine",-0.16621,0.18564,-0.39474,0.70248,0.89942,-5.3007
"X3.325__171.1026__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.398",-0.1562,-0.41544,-0.38625,0.70853,0.90275,-5.3035
"X6.783__325.24169999999998__.M.H..__w.o.MS2.C19H32O4..PlaSMA.ID.1756",0.30794,-0.69446,0.38151,0.71192,0.90275,-5.3051
"X1.076__124.039__.M.H..__Isonicotinic.acid..LC.ESI.QTOF..MS2..CE",0.24724,0.51525,0.38023,0.71283,0.90275,-5.3055
"X5.975__310.23257000000001__.M.CH3OH.H..__w.o.MS2.Melophlin.M",-0.18273,-0.2951,-0.37763,0.71469,0.90275,-5.3063
"X0.852__154.94202999999999__.M.H..__Unknown",-0.16928,0.26284,-0.37433,0.71706,0.90275,-5.3074
"X4.349__262.05333999999999__.M.H..__w.o.MS2.Phosphotyrosine",-0.11817,-0.60609,-0.37399,0.71731,0.90275,-5.3075
"X0.894__190.97855000000001__.M.H..__Unknown",0.14404,-1.0043,0.3641,0.72442,0.90718,-5.3107
"X0.579__274.88242000000002__.M.K..__Unknown",-0.10863,0.31177,-0.3634,0.72493,0.90718,-5.3109
"X1.01__89.042119999999997__.M.H..__Unknown",-0.072857,0.079294,-0.35887,0.72819,0.9087,-5.3123
"X0.682__244.09419__.M.H.H2O..__w.o.MS2.Pesticide3_Carbofuran_C12H15NO3_Furadan",-0.16826,-2.0252,-0.35521,0.73084,0.90944,-5.3134
"X0.666__219.02705__.M.K..__w.o.MS2.THEOBROMINE",0.25383,-2.7759,0.34891,0.7354,0.91255,-5.3153
"X1.145__148.05457999999999__.M.H..__w.o.MS2.Glutamic.acid",-0.36044,-0.37153,-0.33754,0.74366,0.91982,-5.3187
"X6.011__446.26711999999998__.M.H..__Unknown",-0.18276,-0.07769,-0.33105,0.74839,0.91982,-5.3206
