"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"X4.647__160.04292__.M.H..__w.o.MS2.Brompheniramine",-0.20147,-0.077473,-2.0636,0.041897,0.10581,-4.8997
"X7.361__379.31158__.M.H..__w.o.MS2.monoolein",-0.85819,-0.68046,-2.0523,0.043009,0.10745,-4.9221
"X1.61__136.06087__.M.H..__Adenine..LC.ESI.QTOF..MS2..CE",0.47605,-0.60778,2.0521,0.043029,0.10745,-4.9225
"X1.12__156.07756__.M.H..__w.o.MS2.Histidine",-0.25438,-0.07508,-2.0436,0.04388,0.10865,-4.9391
"X5.975__310.23257__.M.CH3OH.H..__w.o.MS2.Melophlin.M",0.56159,-0.32639,2.0424,0.043995,0.10865,-4.9414
"X1.086__162.06248__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.300",1.0781,-1.293,2.036,0.044652,0.10967,-4.954
"X6.116__356.35175__.M.H..__Unknown",0.47116,-0.26322,2.0262,0.045669,0.11096,-4.9731
"X2.081__100.07629__.M.H..__w.o.MS2.Unknown..carbon.number.5...PlaSMA.ID.14",-0.46874,-0.96203,-2.0261,0.045673,0.11096,-4.9732
"X0.579__481.9472__.M.H..__Unknown",-0.26516,-0.27848,-2.0212,0.046192,0.11161,-4.9828
"X6.539__347.10516__.M.H..__w.o.MS2.Oryzalin",-0.57933,-0.0010022,-2.0156,0.046787,0.11233,-4.9936
"X5.824__227.16177__.M.H..__w.o.MS2.NCGC00381386.01.2..7.hydroxy.6.methyloctyl..2H.furan.5.one",-0.38149,-0.43445,-2.0137,0.046993,0.11233,-4.9973
"X1.013__63.0064__.M.H..__Unknown",-0.15716,0.0015028,-1.9783,0.050914,0.12106,-5.0651
"X4.542__385.19861__.M.H..__w.o.MS2.NCGC00180558.02.",-0.21506,-0.094884,-1.9558,0.053547,0.12664,-5.1076
"X1.631__175.08632__.M.H..__w.o.MS2.Unknown..carbon.number.8...PlaSMA.ID.417",0.27155,-0.16549,1.9393,0.055552,0.13069,-5.1385
"X1.584__133.03191__.M.H..__Unknown",-0.2997,-0.032652,-1.9167,0.058413,0.1367,-5.1806
"X6.806__250.08751__.M.H..__w.o.MS2.MLS001074296.01.2.Phenyl.4.quinolinecarboxylic.acid132.60.5",-0.59249,-1.0237,-1.912,0.059021,0.13741,-5.1893
"X4.174__249.12059__.M.H..__w.o.MS2.MLS000860057.01.6.Hydroxymelatonin",-0.83031,-0.57893,-1.9072,0.059642,0.13742,-5.198
"X2.63__350.11749__.M.H..__w.o.MS2.Ampicillin..LC.ESI.QTOF..MS2..CE",-0.26068,-0.14665,-1.9072,0.059643,0.13742,-5.198
"X1.008__323.06787__.M.H..__w.o.MS2.3.4.DIMETHOXYDALBERGIONE",-0.34026,0.18933,-1.895,0.06126,0.14043,-5.2204
"X0.569__423.08484__.M.H..__w.o.MS2.5.hydroxy.6.8.dimethoxy.7...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxychromen.2.one",-0.43822,-0.47283,-1.8918,0.061687,0.14068,-5.2262
"X1.361__221.09215__.M.H..__w.o.MS2.5.Hydroxytryptophan",0.26629,0.068192,1.8728,0.0643,0.1459,-5.2607
"X0.428__136.93094__.M.H..__Unknown",-0.40542,-0.13636,-1.8671,0.065098,0.14657,-5.271
"X2.682__505.18524__.M.H..__w.o.MS2.2..2.6.bis.3.methylbut.2.enyl..4...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxyphenyl..2.hydroxyacetic.acid",-0.76065,-0.3655,-1.866,0.065252,0.14657,-5.2729
"X6.21__253.22302__.M.H..__w.o.MS2.MLS002639189.01.",-0.23412,-0.12938,-1.8606,0.066025,0.14757,-5.2827
"X0.705__74.09668__.M.H..__w.o.MS2.Butylamine",0.18109,-0.097655,1.8237,0.071471,0.15894,-5.3484
"X4.645__540.21259__.M.H..__w.o.MS2.NCGC00385813.01_C25H30O12_.5E..5..2..beta.D.Glucopyranosyloxy.ethylidene..4....2E..3..4.hydroxy.3.methoxyphenyl..2.propenoyl.oxy..2.methyl.1.cyclopentene.1.carboxylic.acid",-1.424,-2.0963,-1.8091,0.073727,0.16209,-5.374
"X7.028__320.24692__.M.H..__Unknown",-0.56015,-0.22079,-1.808,0.073897,0.16209,-5.3759
"X2.434__243.05409__.M.K..__w.o.MS2.TRYPTOPHAN",-0.20516,-0.046554,-1.8075,0.073974,0.16209,-5.3767
"X0.582__284.00043__.M.Na..__Unknown",-0.28481,-0.45332,-1.7934,0.076232,0.16579,-5.4015
"X6.969__335.29126__.M.H..__w.o.MS2.arachidic.acid",-0.72521,-0.023296,-1.7923,0.076403,0.16579,-5.4033
"X6.459__236.20265__.M.Na..__Unknown",-0.36885,-0.1586,-1.7701,0.08005,0.17286,-5.4416
"X4.281__376.13336__.M.H..__w.o.MS2.BEZ.M",-0.79367,-1.7376,-1.7664,0.080669,0.17336,-5.4479
"X6.098__98.98568__.M.H..__Unknown",-0.24637,-0.298,-1.7585,0.082026,0.17543,-5.4615
"X1.459__154.08447__.M.Na..__w.o.MS2.Dopamine..CE0..VYFYYTLLBUKUHU.UHFFFAOYSA.N",-0.19231,0.040975,-1.7411,0.085045,0.18102,-5.491
"X7.516__481.29803__.M.H..__w.o.MS2.Smilagenin.Acetate",0.69881,-0.1729,1.7321,0.086643,0.18355,-5.5062
"X1.008__357.02609__.M.H.H2O..__w.o.MS2..E..1.4.bis.4.hydroxy.3.methoxyphenyl..2.3.dimethylbut.2.ene.1.4.dione",-0.35186,0.19515,-1.7135,0.090015,0.1898,-5.5372
"X3.923__241.10565__.M.H..__w.o.MS2.NCGC00169556.02.3..3.4.5.trimethoxyphenyl.propanoic.acid",-0.26229,-0.16638,-1.7053,0.091539,0.1921,-5.5508
"X2.905__234.20708__.M.H..__Unknown",0.1143,0.057956,1.6799,0.096409,0.20138,-5.5927
"X1.008__472.12173__.M.H..__Unknown",-1.0703,-0.5382,-1.6598,0.1004,0.20874,-5.6253
"X3.991__160.04408__.M.H..__w.o.MS2.Brompheniramine",-0.20365,-0.055568,-1.6509,0.10221,0.21088,-5.6396
"X5.958__332.33548__.M.H..__Unknown",-0.29804,0.046513,-1.6501,0.10237,0.21088,-5.641
"X2.432__144.0808__.M.H..__w.o.MS2.1.Naphthylamine",-0.12057,-0.011361,-1.6409,0.10426,0.21379,-5.6556
"X0.581__233.99332__.M.K..__Unknown",0.47138,0.14317,1.6365,0.10519,0.21471,-5.6627
"X2.247__258.07211__.M.K..__w.o.MS2.Orbencarb..LC.ESI.ITFT..MS2..CE",0.16304,0.18314,1.6245,0.10773,0.21842,-5.6817
"X6.807__400.16843__.M.K..__w.o.MS2.colchicine",-0.42243,-0.9211,-1.6232,0.10799,0.21842,-5.6837
"X4.651__114.03719__.M.H..__Unknown",-0.173,-0.26014,-1.6171,0.10931,0.22009,-5.6933
"X7.225__179.10857__.M.H..__w.o.MS2.MLS001065600.01.",-0.40774,0.12901,-1.6028,0.11243,0.22483,-5.7158
"X1.632__177.95822__.M.H..__Unknown",0.30987,-0.38433,1.6016,0.11271,0.22483,-5.7177
"X7.36__395.28656__.M.H..__w.o.MS2.Conessine",-0.57049,0.18046,-1.5988,0.11331,0.22483,-5.722
"X6.783__325.2417__.M.H..__w.o.MS2.C19H32O4..PlaSMA.ID.1756",-0.61378,-0.43005,-1.5972,0.11367,0.22483,-5.7245
"X2.245__220.11882__.M.H..__w.o.MS2.Cis.Zeatin..LC.ESI.ITFT..MS2..CE.44.0.eV...M.H..",0.13606,0.029311,1.5781,0.118,0.23229,-5.7541
"X1.01__58.99499__.M.H..__Unknown",0.10082,-0.013403,1.576,0.11848,0.23229,-5.7573
"X6.606__462.30017__.M.H..__Unknown",0.29199,-0.24949,1.5719,0.11945,0.23316,-5.7637
"X0.588__93.04522__.M.H..__Unknown",0.083899,-0.031191,1.5597,0.12229,0.23767,-5.7822
"X0.987__323.98068__.M.K..__Unknown",0.27521,0.2225,1.5462,0.12552,0.24193,-5.8028
"X0.981__96.00758__.M.H..__Unknown",0.13363,0.058586,1.546,0.12557,0.24193,-5.803
"X1.459__263.1969__.M.H..__w.o.MS2.7..2.hydroxypropan.2.yl..1.4a.dimethyl.2.3.4.5.6.7.8.8a.octahydronaphthalen.1.ol",0.63757,-0.026646,1.5402,0.12698,0.2436,-5.8118
"X2.236__181.08635__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.501",-0.11477,-0.16685,-1.5363,0.12793,0.24437,-5.8177
"X1.009__172.0412__.M.Na..__w.o.MS2.p.Toluenesulfonamide",-0.15158,0.059276,-1.532,0.12898,0.2445,-5.8241
"X2.263__138.05547__.M.H..__w.o.MS2.Unknown..carbon.number.7...PlaSMA.ID.134",-0.12071,-0.019752,-1.5316,0.12909,0.2445,-5.8247
"X6.616__385.17764__.M.H..__w.o.MS2..4aR..5.hydroxy.6.methoxy.1.1.dimethyl.7.propan.2.yl.2.3.4.9.10.10a.hexahydrophenanthrene.4a.carboxylic.acid",0.29167,-0.17813,1.5291,0.12971,0.24465,-5.8285
"X0.586__212.85091__.M.K..__Unknown",0.26902,0.23855,1.5029,0.13633,0.25549,-5.8673
"X3.855__247.10905__.M.H..__w.o.MS2.MLS001066362.01.N.Acetyl.D.tryptophan",0.2744,-0.23262,1.5018,0.13661,0.25549,-5.8689
"X0.672__188.03769__.M.H..__w.o.MS2.Unknown..carbon.number.7...PlaSMA.ID.532",-0.25118,0.0090349,-1.4937,0.13872,0.25836,-5.8808
"X1.458__366.00012__.M.H..__Unknown",-0.50783,-0.42839,-1.4453,0.15179,0.2813,-5.9503
"X0.589__110.07162__.M.H..__Unknown",0.083464,0.033838,1.4436,0.15229,0.2813,-5.9529
"X2.511__132.10147__.M.H..__w.o.MS2.Leucine",-0.2513,-0.13499,-1.4406,0.15314,0.28169,-5.9571
"X5.612__313.19296__.M.H..__w.o.MS2.55268.74.1",-0.38275,-0.46334,-1.4287,0.15652,0.28674,-5.9738
"X3.846__396.1626__.M.H..__w.o.MS2.NCGC00385007.01.methyl.4..1.3.dihydroxy.1..4.hydroxy.3.methoxyphenyl.propan.2.yl.oxy.3.methoxybenzoate",0.51912,-0.29031,1.3995,0.16507,0.30116,-6.0143
"X6.681__521.32281__.M.H..__w.o.MS2.Poricoic.acid.A",0.49368,-0.51,1.3949,0.16645,0.30245,-6.0206
"X7.218__193.0891__.M.H..__w.o.MS2.C11H12O3..PlaSMA.ID.584",-0.26699,0.0072789,-1.3866,0.16895,0.30576,-6.0319
"X6.489__540.42609__.M.H..__Unknown",-0.2694,-0.16978,-1.355,0.17877,0.32222,-6.0745
"X6.442__427.07104__.M.K..__Unknown",-0.33253,-3.2215,-1.3427,0.18269,0.32796,-6.0907
"X6.138__299.1637__.M.H..__w.o.MS2.MLS002154028.01.Trimeprazine.tartrate4330.99.8",-0.31392,-0.30269,-1.3344,0.1854,0.3315,-6.1017
"X0.98__70.02915__.M.H..__w.o.MS2.Oxazol",0.08311,0.063898,1.3166,0.19128,0.34064,-6.1249
"X4.884__225.11256__.M.H..__w.o.MS2..E.2S.3R..5..3.hydroxy.2..hydroxymethyl.phenyl.pent.4.ene.2.3.diol",0.35228,0.092123,1.3143,0.19206,0.34067,-6.1279
"X1.009__419.05493__.M.Na..__Unknown",-0.45129,0.20988,-1.3072,0.19444,0.34286,-6.137
"X4.147__223.13869__.M.H..__w.o.MS2.Unknown..carbon.number.13...PlaSMA.ID.849",-0.25523,-0.28245,-1.3039,0.19554,0.34286,-6.1412
"X2.197__144.04823__.M.H..__w.o.MS2.4.Methyl.5.thiazoleethanol",-0.15254,-0.017611,-1.3002,0.19682,0.34286,-6.146
"X1.009__104.05304__.M.H..__Unknown",-0.20144,-0.13985,-1.3,0.19686,0.34286,-6.1462
"X7.014__311.15549__.M.H..__w.o.MS2.Bifonazol",1.2198,-2.7391,1.2993,0.19712,0.34286,-6.1472
"X1.008__337.05841__.M.K..__w.o.MS2.Velutin",-0.62624,0.14161,-1.2847,0.20214,0.35022,-6.1657
"X8.272__549.42273__.M.H..__Unknown",-0.32913,-0.089998,-1.281,0.20344,0.35094,-6.1704
"X0.579__367.96353__.M.K..__Unknown",-0.20712,-0.29397,-1.2784,0.20435,0.35094,-6.1736
"X6.675__501.08786__.M.K..__w.o.MS2.6...6.8.dihydroxy.7.methoxy.3.methyl.1.oxo.3.4.dihydroisochromen.4.yl.oxy..4.8.dihydroxy.7.methoxy.3.methyl.3.4.dihydroisochromen.1.one",0.3975,-4.6015,1.2748,0.20563,0.35094,-6.1782
"X0.591__138.06654__.M.H.H2O..__w.o.MS2.MLS001148230.01.......Chlorpheniramine.maleate.salt",0.072936,0.029132,1.2746,0.2057,0.35094,-6.1785
"X6.442__411.09656__.M.Na..__Unknown",-0.31876,-3.52,-1.2523,0.21366,0.36315,-6.2062
"X1.198__177.95758__.M.H..__Unknown",-0.32301,-0.49616,-1.2496,0.21463,0.36341,-6.2095
"X4.554__197.1236__.M.H..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.634",-0.14364,-0.24913,-1.2433,0.21695,0.36595,-6.2173
"X3.093__486.04108__.M.H..__Unknown",-0.39023,-0.36155,-1.2294,0.22208,0.3732,-6.2342
"X6.14__286.32269__.M.H..__Unknown",0.26475,-0.30464,1.2234,0.22434,0.37558,-6.2415
"X0.605__364.05881__.M.H..__w.o.MS2.Guanosine.5..monophosphate..LC.ESI.QTOF..MS2..CE",0.19399,0.22093,1.2159,0.22717,0.37889,-6.2505
"X0.662__296.06558__.M.K..__w.o.MS2.9.Methoxy.2.2.dimethyl.2.6.dihydro.pyrano.3.2.c.quinolin.5.one",0.36088,-0.10356,1.2093,0.22968,0.38149,-6.2584
"X6.063__347.14053__.M.Na..__w.o.MS2.N..3.4.dimethoxyphenethyl..1H.indole.3.carboxamide",-0.38946,-0.41678,-1.2073,0.23043,0.38149,-6.2607
"X7.226__151.07706__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.231",-0.43883,-0.18538,-1.2031,0.23206,0.38277,-6.2658
"X1.153__163.01883__.M.H..__Unknown",-0.16043,-0.046858,-1.1963,0.23467,0.38565,-6.2737
"X7.533__339.29074__.M.H..__Unknown",-0.37847,-0.10697,-1.1842,0.2394,0.38898,-6.288
"X2.647__205.08823__.M.H..__w.o.MS2.1..4.hydroxy.3..3.methylbut.2.enyl.phenyl.ethanone",-0.52885,-0.52236,-1.1831,0.23983,0.38898,-6.2893
"X7.638__562.37445__.M.2H.2.__w.o.MS2.Rhodoxanthin..FAB.EBEB..MS2..m.z",-0.34438,0.047039,-1.1809,0.24071,0.38898,-6.2919
"X3.859__160.04425__.M.H..__w.o.MS2.Brompheniramine",-0.14066,0.10359,-1.1805,0.24088,0.38898,-6.2923
"X4.492__258.06674__.M.H..__w.o.MS2.Pesticide3_Thiobencarb_C12H16ClNOS_S..4.Chlorobenzyl..diethylcarbamothioate",-0.13798,-0.58928,-1.1801,0.24104,0.38898,-6.2928
"X1.146__115.02448__.M.H..__w.o.MS2.5.Fluro.2.pyrimidone",-0.1518,-0.13153,-1.1652,0.24697,0.3971,-6.31
"X4.138__241.14153__.M.CH3OH.H..__w.o.MS2.Imiquimod",-0.16715,-0.25407,-1.1567,0.2504,0.40119,-6.3198
"X1.876__206.13832__.M.H..__w.o.MS2.AZELAIC.ACID",-0.097865,-0.054783,-1.1489,0.25359,0.40484,-6.3286
"X3.686__212.03372__.M.Na..__w.o.MS2.alpha.cyano.4.hydroxycinnamic.acid..MALDI.TOFTOF..MS2..CE",0.13278,0.097968,1.1214,0.26506,0.42164,-6.3595
"X3.635__191.07396__.M.H..__w.o.MS2.2.hydroxy.4.methyl.3H.benzo.e..1.4.diazepin.5.4H..one",0.15758,-0.029178,1.1024,0.27321,0.43264,-6.3805
"X7.279__346.25882__.M.H..__w.o.MS2.Unknown..carbon.number.18...PlaSMA.ID.1904",0.22103,-0.49327,1.1007,0.27391,0.43264,-6.3822
"X0.982__113.03634__.M.H..__Uracil..CE10..ISAKRJDGNUQOIC.UHFFFAOYSA.N",0.10014,0.091796,1.0923,0.27756,0.43687,-6.3914
"X1.47__282.19208__.M.H..__w.o.MS2.MLS001148620.01.",0.13174,-0.51741,1.0877,0.27961,0.43855,-6.3964
"X3.993__191.08327__.M.H..__w.o.MS2.3.methyl.3.4.dihydro.1H.1.4.benzodiazepine.2.5.dione",0.11821,-0.10441,1.0825,0.28189,0.44058,-6.402
"X3.853__418.14182__.M.Na..__w.o.MS2.Atalaphylline",0.30592,-0.21502,1.0799,0.28303,0.44082,-6.4047
"X1.011__77.00604__.M.H..__Unknown",0.09488,-0.059291,1.0672,0.28872,0.44713,-6.4183
"X5.027__443.24484__.M.H..__w.o.MS2.6.8.dihydroxy.2.2.4.4.tetramethyl.7..3.methylbutanoyl..9..2.methylpropyl..9H.xanthene.1.3.dione",-0.14807,0.090875,-1.0597,0.29207,0.44713,-6.4261
"X2.241__162.05576__.M.H..__w.o.MS2..MLS000860043.01.1.5.Isoquinolinediol.",0.16181,0.094746,1.0582,0.29275,0.44713,-6.4277
"X0.58__448.02573__.M.H..__Unknown",-0.22764,-0.031866,-1.0571,0.29326,0.44713,-6.4288
"X2.433__142.06618__.M.H..__w.o.MS2.5.Hydroxymethylcytosine",-0.10014,0.012085,-1.0566,0.2935,0.44713,-6.4294
"X0.564__224.05269__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.852",0.13393,0.14458,1.0561,0.29371,0.44713,-6.4299
"X0.591__226.04045__.M.H..__Unknown",-0.13154,0.0012148,-1.0544,0.29449,0.44713,-6.4317
"X5.992__207.13354__.M.H..__w.o.MS2.Ibuprofen",-0.1701,0.0019931,-1.0531,0.29509,0.44713,-6.433
"X1.088__177.94945__.M.H..__Unknown",0.28494,-0.61696,1.0364,0.30275,0.45719,-6.4503
"X4.852__331.22495__.M.H..__w.o.MS2.NCGC00180485.03_C21H32O4_.5beta.8alpha.9beta.10alpha.13alpha..18.Methoxy.18.oxokauran.17.oic.acid",-0.087519,-0.041181,-1.0285,0.30643,0.4612,-6.4584
"X4.648__540.18829__.M.H..__Unknown",-0.4437,-0.39914,-1.0229,0.30904,0.46357,-6.464
"X3.78__183.0688__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.514",-0.18393,-0.35829,-1.02,0.31042,0.46407,-6.467
"X0.896__158.95164__.M.H.H2O..__Unknown",0.26734,-0.026318,0.99982,0.32004,0.47642,-6.4872
"X0.666__280.09488__.M.Na..__w.o.MS2.9.Methoxy.2.2.dimethyl.2.6.dihydro.pyrano.3.2.c.quinolin.5.one",0.29264,-0.49404,0.99719,0.32131,0.47642,-6.4898
"X4.651__362.09793__.M.2H.2.__w.o.MS2.Moguisteine",0.30556,-0.30859,0.99602,0.32188,0.47642,-6.491
"X1.82__231.08731__.M.H..__w.o.MS2.Beta.Asarone",0.092702,-0.48401,0.98696,0.32627,0.48133,-6.4999
"X6.781__337.24033__.M.H..__w.o.MS2.bis.2..pyridin.3.yl.piperidin.1.yl.methane",0.20025,-0.12945,0.97507,0.33211,0.48833,-6.5115
"X5.159__540.68872__.M.2H.2.__Unknown",-0.28639,-0.39607,-0.96395,0.33762,0.49481,-6.5221
"X0.734__134.1172__.M.H..__Unknown",-0.2173,-0.21145,-0.94742,0.34593,0.50533,-6.5378
"X4.772__333.09247__.M.H..__w.o.MS2.Sulochrin_120096",-0.4978,-0.6064,-0.94004,0.34968,0.50749,-6.5447
"X3.095__162.03931__.M.H..__Unknown",0.10194,-0.17691,0.93789,0.35078,0.50749,-6.5467
"X3.087__106.0657__.M.H..__w.o.MS2.3.Methylthiopropylamine",-0.073717,-0.059581,-0.93782,0.35082,0.50749,-6.5468
"X4.653__377.07898__.M.2H.2.__w.o.MS2.Chlorogenic.acid",-0.25094,-0.44867,-0.92324,0.35832,0.51534,-6.5603
"X0.852__154.94203__.M.H..__Unknown",-0.1913,0.029335,-0.9228,0.35855,0.51534,-6.5607
"X1.913__184.16908__.M.H..__Unknown",-0.079504,-0.070134,-0.91505,0.36258,0.51784,-6.5678
"X4.08__251.08992__.M.H..__w.o.MS2.NCGC00179979.02.6..3.hydroxybutan.2.yl..5..hydroxymethyl..4.methoxypyran.2.one",-0.12835,-0.092456,-0.91501,0.3626,0.51784,-6.5678
"X3.088__372.10062__.M.Na..__w.o.MS2.Berberine.hydrochloride",0.15781,-0.066437,0.90905,0.36572,0.52045,-6.5732
"X4.921__533.18768__.M.2H.2.__Unknown",0.43911,-0.91717,0.9068,0.3669,0.52045,-6.5752
"X5.073__511.68524__.M.2H.2.__Unknown",-0.43392,-0.49371,-0.90486,0.36792,0.52045,-6.577
"X1.008__87.02569__.M.H..__Unknown",-0.051004,0.019515,-0.89802,0.37154,0.5239,-6.5831
"X6.676__485.12228__.M.Na..__Hispiduloside",0.25985,-5.2249,0.89106,0.37524,0.52746,-6.5893
"X2.433__205.0983__.M.H..__Tryptophan..LC.ESI.QTOF..MS2..CE",-0.086209,0.060594,-0.88802,0.37686,0.52808,-6.592
"X7.018__282.23044__.M.H..__w.o.MS2.MLS001148462.01.alverine",0.14255,-0.015625,0.88222,0.37998,0.52975,-6.5971
"X0.861__136.93008__.M.H.H2O..__Unknown",-0.16838,-0.31671,-0.8814,0.38042,0.52975,-6.5978
"X4.771__392.1138__.M.2H.2.__w.o.MS2..MLS001140588.01.N..3..3.4.dimethoxyphenyl..4.oxochromen.2.yl.furan.2.carboxamide.",0.34051,-0.34424,0.87659,0.38301,0.5317,-6.602
"X5.392__274.28564__.M.H..__Unknown",-0.15079,-0.74349,-0.86437,0.38965,0.53924,-6.6126
"X5.693__239.16209__.M.H..__w.o.MS2.3.hydroxy.5.5.8a.trimethyl.3.4.4a.6.7.8.hexahydronaphthalene.2.carboxylic.acid",-0.15525,-0.5607,-0.85948,0.39233,0.54127,-6.6168
"X2.519__169.04912__.M.H..__w.o.MS2.2.6.Dimethoxyquinone",-0.22229,-0.062025,-0.84832,0.39848,0.54806,-6.6262
"X2.432__117.05843__.M.H..__w.o.MS2.Ketoisovaleric.acid",0.19759,-0.10866,0.84366,0.40107,0.54836,-6.6302
"X4.402__248.14191__.M.H..__w.o.MS2.12.Cytisineacetamide",-0.19528,0.39458,-0.84181,0.40209,0.54836,-6.6317
"X0.859__98.98496__.M.H..__Unknown",0.26518,-0.65409,0.8413,0.40238,0.54836,-6.6321
"X5.675__231.14334__.M.Na..__w.o.MS2.lindenenol",-0.22158,-0.020282,-0.83509,0.40585,0.55141,-6.6373
"X2.262__120.04451__.M.H..__Unknown",0.09723,0.011878,0.83236,0.40738,0.55147,-6.6396
"X1.049__170.08148__.M.H..__w.o.MS2.PYRIDOXINE",-0.089732,0.12912,-0.83062,0.40836,0.55147,-6.641
"X7.124__325.27243__.M.H..__w.o.MS2..3S..5...1R.2R.8aS..2.hydroxy.2.5.5.8a.tetramethyl.3.4.4a.6.7.8.hexahydro.1H.naphthalen.1.yl..3.methylpentanoic.acid",-0.16948,0.47676,-0.82541,0.41129,0.55376,-6.6453
"X1.482__113.10822__.M.H..__Unknown",-0.096706,0.11626,-0.78772,0.43291,0.57864,-6.6756
"X1.457__414.08484__.M.H..__Unknown",-0.16656,-0.087843,-0.78684,0.43342,0.57864,-6.6763
"X3.992__114.03863__.M.H..__Unknown",-0.061931,-0.067197,-0.78643,0.43366,0.57864,-6.6766
"X5.493__279.09369__.M.H..__Triphenylphosphine.oxide",-0.051128,-0.39981,-0.7586,0.45005,0.59873,-6.698
"X1.01__75.02637__.M.Na..__Unknown",0.039373,-0.031516,0.74247,0.45971,0.60976,-6.71
"X7.034__351.32303__.M.H..__Unknown",0.28676,-0.29406,0.73495,0.46425,0.61397,-6.7156
"X0.986__168.99324__.M.H..__w.o.MS2.Phosphoenolpyruvic.acid",0.091368,-0.094562,0.72736,0.46887,0.61684,-6.7211
"X1.617__136.93144__.M.H..__Unknown",-0.17544,0.07106,-0.72684,0.46919,0.61684,-6.7215
"X3.655__396.15851__.M.H..__w.o.MS2.NCGC00385007.01.methyl.4..1.3.dihydroxy.1..4.hydroxy.3.methoxyphenyl.propan.2.yl.oxy.3.methoxybenzoate",-0.3074,-0.19206,-0.72178,0.47228,0.61892,-6.7251
"X3.495__128.1078__.M.H..__w.o.MS2.N.Cyclohexylformamide",-0.25753,0.025557,-0.71972,0.47354,0.61892,-6.7266
"X0.983__95.02461__.M.H.H2O..__Unknown",0.071458,0.049206,0.69158,0.49096,0.63982,-6.7464
"X5.415__369.20459__.M.H..__w.o.MS2..1R.4aS.10aR..7..2.hydroxypropan.2.yl..1.4a.dimethyl.9.oxo.3.4.10.10a.tetrahydro.2H.phenanthrene.1.carboxylic.acid",-0.084435,-0.10925,-0.67435,0.50179,0.65204,-6.7582
"X5.377__113.06165__.M.H..__w.o.MS2.1.2.Cyclohexanedione",-0.086687,-0.14377,-0.67006,0.50451,0.65367,-6.761
"X7.931__388.36069__.M.Na..__Unknown",0.21128,-0.086099,0.65435,0.51454,0.66473,-6.7714
"X1.164__186.99564__.M.H..__w.o.MS2.D.....3.PHOSPHOGLYCERIC.ACID",-0.11872,-0.21126,-0.64382,0.52131,0.67154,-6.7782
"X4.087__232.17075__.M.H..__w.o.MS2.Alpha.pyrrolidinovalerophenone",0.081479,-0.37595,0.63901,0.52442,0.67281,-6.7813
"X7.533__371.32468__.M.H..__Unknown",0.1925,0.066851,0.63764,0.52531,0.67281,-6.7822
"X0.984__247.03163__.M.H..__w.o.MS2.columbianetin",-0.10664,0.13679,-0.63187,0.52905,0.67567,-6.7858
"X7.123__365.34528__.M.H..__w.o.MS2.Heneicosanoic.acid..21.0.",-0.15155,0.48454,-0.61881,0.53759,0.68462,-6.794
"X3.093__114.03863__.M.H..__Unknown",-0.06435,-0.053551,-0.61524,0.53993,0.68564,-6.7962
"X3.444__350.11618__.M.H..__w.o.MS2.MMV688889",0.15398,-0.26627,0.60922,0.54389,0.68872,-6.7999
"X6.552__325.22549__.M.H..__w.o.MS2.quinine",0.10152,-0.41613,0.60454,0.54699,0.69069,-6.8027
"X0.581__345.97513__.M.H..__Unknown",-0.055572,0.051931,-0.59199,0.55532,0.69923,-6.8102
"X0.58__122.92574__.M.H..__Unknown",-0.06852,-0.061194,-0.57943,0.56373,0.70782,-6.8175
"X0.579__274.88242__.M.K..__Unknown",0.092522,-0.017533,0.56942,0.57047,0.71234,-6.8233
"X0.593__294.02682__.M.H..__Unknown",0.067132,-0.15244,0.56936,0.57051,0.71234,-6.8233
"X5.97__318.29724__.M.H..__w.o.MS2.Phytosphingosine..not.validated..isomer.of.1696...PlaSMA.ID.1697",-0.092576,-0.062663,-0.55669,0.5791,0.72106,-6.8305
"X3.754__557.22241__.M.H..__Unknown",0.30336,-1.2045,0.55041,0.58339,0.72333,-6.8339
"X0.581__218.01215__.M.Na..__w.o.MS2.Propanil",-0.052252,-0.14892,-0.54873,0.58453,0.72333,-6.8348
"X7.025__351.24707__.M.H..__w.o.MS2.Unknown..carbon.number.21...PlaSMA.ID.1929",-0.11583,-0.012351,-0.5469,0.58579,0.72333,-6.8358
"X0.581__407.01718__.M.H..__w.o.MS2.Methyl.Deoxycholate",0.092697,-0.049706,0.53178,0.59617,0.73413,-6.844
"X1.459__220.07642__.M.H..__w.o.MS2.O.SUCCINYL.L.HOMOSERINE",-0.12946,-0.30546,-0.52855,0.5984,0.7345,-6.8457
"X4.943__241.11548__.M.H..__w.o.MS2.Dictazoline.E",-0.035893,0.05047,-0.52659,0.59976,0.7345,-6.8467
